기준년월,기초지자체,중분류,소비액(천원)
20220618,천안시 서북구,식음료,607578
20220618,천안시 서북구,관광기념품,526
20220619,천안시 서북구,기타숙박,16166
20220619,천안시 서북구,레저용품쇼핑,47831
20220619,천안시 서북구,대형쇼핑몰,427243
20220619,천안시 서북구,골프장,12580
20220619,천안시 서북구,기타레저,7269
20220619,천안시 서북구,문화서비스,15768
20220619,천안시 서북구,식음료,441623
20220620,천안시 서북구,기타숙박,14004
20220620,천안시 서북구,여행업,31
20220620,천안시 서북구,레저용품쇼핑,45450
20220620,천안시 서북구,대형쇼핑몰,233504
20220620,천안시 서북구,골프장,8994
20220620,천안시 서북구,기타레저,4291
20220620,천안시 서북구,문화서비스,6976
20220620,천안시 서북구,식음료,314615
20220620,천안시 서북구,관광기념품,244
20220621,천안시 서북구,기타숙박,15981
20220621,천안시 서북구,여행업,52
20220621,천안시 서북구,관광기념품,345
20220621,천안시 서북구,레저용품쇼핑,32470
20220621,천안시 서북구,대형쇼핑몰,142339
20220621,천안시 서북구,골프장,8764
20220621,천안시 서북구,기타레저,8444
20220621,천안시 서북구,문화서비스,5266
20220621,천안시 서북구,식음료,342732
20220622,천안시 서북구,기타숙박,13198
20220622,천안시 서북구,여행업,29
20220622,천안시 서북구,관광기념품,518
20220622,천안시 서북구,레저용품쇼핑,32488
20220622,천안시 서북구,대형쇼핑몰,140642
20220622,천안시 서북구,골프장,8877
20220622,천안시 서북구,기타레저,3850
20220622,천안시 서북구,문화서비스,6821
20220622,천안시 서북구,식음료,335563
20220623,천안시 서북구,기타숙박,14545
20220623,천안시 서북구,여행업,17
20220623,천안시 서북구,레저용품쇼핑,25267
20220623,천안시 서북구,대형쇼핑몰,153858
20220623,천안시 서북구,골프장,9565
20220623,천안시 서북구,기타레저,3414
20220623,천안시 서북구,문화서비스,5947
20220623,천안시 서북구,식음료,327007
20220623,천안시 서북구,관광기념품,217
20220624,천안시 서북구,기타숙박,16501
20220624,천안시 서북구,관광기념품,332
20220624,천안시 서북구,레저용품쇼핑,37139
20220624,천안시 서북구,대형쇼핑몰,189519
20220624,천안시 서북구,골프장,8601
20220624,천안시 서북구,기타레저,4704
20220624,천안시 서북구,문화서비스,8535
20220624,천안시 서북구,식음료,418688
20220624,천안시 서북구,관광유원시설,792
20220625,천안시 서북구,기타숙박,24315
20220625,천안시 서북구,관광기념품,1028
20220625,천안시 서북구,레저용품쇼핑,61510
20220625,천안시 서북구,대형쇼핑몰,385640
20220625,천안시 서북구,관광유원시설,581
20220625,천안시 서북구,골프장,13198
20220625,천안시 서북구,기타레저,11570
20220625,천안시 서북구,문화서비스,16318
20220625,천안시 서북구,식음료,607851
20220626,천안시 서북구,기타숙박,16855
20220626,천안시 서북구,레저용품쇼핑,62451
20220626,천안시 서북구,대형쇼핑몰,232052
20220626,천안시 서북구,골프장,13886
20220626,천안시 서북구,기타레저,8357
20220626,천안시 서북구,문화서비스,15042
20220626,천안시 서북구,식음료,433549
20220627,천안시 서북구,기타숙박,18788
20220627,천안시 서북구,레저용품쇼핑,36352
20220627,천안시 서북구,대형쇼핑몰,153030
20220627,천안시 서북구,골프장,12012
20220627,천안시 서북구,기타레저,3802
20220627,천안시 서북구,문화서비스,5720
20220627,천안시 서북구,식음료,290217
20220627,천안시 서북구,여행업,36
20220627,천안시 서북구,관광기념품,492
20220628,천안시 서북구,기타숙박,22159
20220628,천안시 서북구,레저용품쇼핑,28772
20220628,천안시 서북구,대형쇼핑몰,130637
20220628,천안시 서북구,골프장,8796
20220628,천안시 서북구,기타레저,3635
20220628,천안시 서북구,문화서비스,6025
20220628,천안시 서북구,식음료,335037
20220628,천안시 서북구,관광기념품,821
20220629,천안시 서북구,기타숙박,13305
20220629,천안시 서북구,여행업,55
20220629,천안시 서북구,관광기념품,219
20220629,천안시 서북구,레저용품쇼핑,35212
20220629,천안시 서북구,대형쇼핑몰,147111
20220629,천안시 서북구,골프장,9065
20220629,천안시 서북구,기타레저,3050
20220629,천안시 서북구,문화서비스,5819
20220629,천안시 서북구,식음료,321486
20220630,천안시 서북구,기타숙박,11780
20220630,천안시 서북구,관광기념품,1133
20220630,천안시 서북구,레저용품쇼핑,36557
20220630,천안시 서북구,대형쇼핑몰,176270
20220630,천안시 서북구,골프장,8020
20220630,천안시 서북구,기타레저,2912
20220630,천안시 서북구,문화서비스,5908
20220630,천안시 서북구,식음료,353114
20220630,천안시 서북구,여행업,19
20220601,천안시 서북구,호텔,557
20220601,천안시 서북구,여행업,0
20220601,천안시 서북구,관광유원시설,650
20220602,천안시 서북구,호텔,233
20220602,천안시 서북구,관광유원시설,404
20220603,천안시 서북구,호텔,1480
20220603,천안시 서북구,렌터카,0
20220603,천안시 서북구,관광유원시설,34
20220604,천안시 서북구,호텔,5413
20220604,천안시 서북구,여행업,0
20220604,천안시 서북구,관광유원시설,1126
20220604,천안시 서북구,렌터카,297
20220605,천안시 서북구,호텔,1339
20220605,천안시 서북구,관광유원시설,380
20220605,천안시 서북구,렌터카,0
20220606,천안시 서북구,호텔,471
20220606,천안시 서북구,렌터카,150
20220606,천안시 서북구,관광유원시설,334
20220607,천안시 서북구,호텔,255
20220607,천안시 서북구,렌터카,0
20220607,천안시 서북구,관광유원시설,232
20220608,천안시 서북구,관광유원시설,240
20220609,천안시 서북구,호텔,146
20220609,천안시 서북구,관광유원시설,8
20220610,천안시 서북구,호텔,999
20220610,천안시 서북구,렌터카,0
20220610,천안시 서북구,관광유원시설,38
20220611,천안시 서북구,호텔,1957
20220611,천안시 서북구,여행업,0
20220611,천안시 서북구,관광유원시설,142
20220612,천안시 서북구,호텔,822
20220612,천안시 서북구,여행업,50
20220612,천안시 서북구,관광기념품,1140
20220612,천안시 서북구,관광유원시설,233
20220613,천안시 서북구,호텔,771
20220613,천안시 서북구,관광유원시설,264
20220614,천안시 서북구,호텔,440
20220614,천안시 서북구,관광유원시설,231
20220615,천안시 서북구,호텔,49
20220615,천안시 서북구,렌터카,0
20220615,천안시 서북구,관광유원시설,135
20220616,천안시 서북구,호텔,728
20220616,천안시 서북구,관광유원시설,106
20220617,천안시 서북구,호텔,1036
20220618,천안시 서북구,호텔,1704
20220618,천안시 서북구,관광유원시설,1463
20220619,천안시 서북구,호텔,1228
20220619,천안시 서북구,육상운송,0
20220619,천안시 서북구,관광기념품,1212
20220619,천안시 서북구,관광유원시설,62
20220620,천안시 서북구,호텔,195
20220620,천안시 서북구,관광유원시설,0
20220621,천안시 서북구,호텔,679
20220621,천안시 서북구,관광유원시설,156
20220622,천안시 서북구,호텔,373
20220622,천안시 서북구,관광유원시설,304
20220623,천안시 서북구,호텔,226
20220623,천안시 서북구,관광유원시설,106
20220624,천안시 서북구,호텔,549
20220625,천안시 서북구,호텔,1192
20220626,천안시 서북구,호텔,542
20220626,천안시 서북구,관광기념품,175
20220626,천안시 서북구,관광유원시설,454
20220627,천안시 서북구,호텔,1016
20220627,천안시 서북구,렌터카,66
20220627,천안시 서북구,관광유원시설,66
20220628,천안시 서북구,호텔,918
20220628,천안시 서북구,렌터카,0
20220628,천안시 서북구,관광유원시설,477
20220629,천안시 서북구,호텔,381
20220629,천안시 서북구,관광유원시설,83
20220630,천안시 서북구,호텔,815
20220630,천안시 서북구,관광유원시설,287
20220701,천안시 서북구,관광총소비,700686
20220702,천안시 서북구,관광총소비,1150446
20220703,천안시 서북구,관광총소비,936114
20220704,천안시 서북구,관광총소비,499221
20220705,천안시 서북구,관광총소비,533874
20220706,천안시 서북구,관광총소비,616981
20220707,천안시 서북구,관광총소비,572379
20220708,천안시 서북구,관광총소비,686861
20220709,천안시 서북구,관광총소비,1159931
20220710,천안시 서북구,관광총소비,832183
20220711,천안시 서북구,관광총소비,555791
20220712,천안시 서북구,관광총소비,529275
20220713,천안시 서북구,관광총소비,496653
20220714,천안시 서북구,관광총소비,616078
20220715,천안시 서북구,관광총소비,707637
20220716,천안시 서북구,관광총소비,1086232
20220717,천안시 서북구,관광총소비,890936
20220718,천안시 서북구,관광총소비,450472
20220719,천안시 서북구,관광총소비,526649
20220720,천안시 서북구,관광총소비,549132
20220721,천안시 서북구,관광총소비,567457
20220722,천안시 서북구,관광총소비,685588
20220723,천안시 서북구,관광총소비,978769
20220724,천안시 서북구,관광총소비,713156
20220725,천안시 서북구,관광총소비,590501
20220726,천안시 서북구,관광총소비,597970
20220727,천안시 서북구,관광총소비,577562
20220728,천안시 서북구,관광총소비,581349
20220729,천안시 서북구,관광총소비,714753
20220730,천안시 서북구,관광총소비,991440
20220731,천안시 서북구,관광총소비,789220
20220701,천안시 서북구,기타숙박,15980
20220701,천안시 서북구,여행업,42
20220701,천안시 서북구,레저용품쇼핑,40100
20220701,천안시 서북구,대형쇼핑몰,209220
20220701,천안시 서북구,골프장,9155
20220701,천안시 서북구,기타레저,4339
20220701,천안시 서북구,문화서비스,8786
20220701,천안시 서북구,식음료,410935
20220701,천안시 서북구,관광기념품,675
20220701,천안시 서북구,관광유원시설,238
20220702,천안시 서북구,기타숙박,26166
20220702,천안시 서북구,관광기념품,715
20220702,천안시 서북구,레저용품쇼핑,62827
20220702,천안시 서북구,대형쇼핑몰,447635
20220702,천안시 서북구,관광유원시설,640
20220702,천안시 서북구,골프장,12092
20220702,천안시 서북구,기타레저,11179
20220702,천안시 서북구,문화서비스,13210
20220702,천안시 서북구,식음료,574470
20220703,천안시 서북구,기타숙박,18020
20220703,천안시 서북구,레저용품쇼핑,51011
20220703,천안시 서북구,대형쇼핑몰,419327
20220703,천안시 서북구,골프장,12574
20220703,천안시 서북구,기타레저,9125
20220703,천안시 서북구,문화서비스,12197
20220703,천안시 서북구,식음료,412398
20220704,천안시 서북구,기타숙박,16543
20220704,천안시 서북구,관광기념품,230
20220704,천안시 서북구,레저용품쇼핑,33028
20220704,천안시 서북구,대형쇼핑몰,138231
20220704,천안시 서북구,골프장,8921
20220704,천안시 서북구,기타레저,3453
20220704,천안시 서북구,문화서비스,5346
20220704,천안시 서북구,식음료,292949
20220705,천안시 서북구,기타숙박,16264
20220705,천안시 서북구,여행업,23
20220705,천안시 서북구,레저용품쇼핑,36898
20220705,천안시 서북구,대형쇼핑몰,143988
20220705,천안시 서북구,골프장,6995
20220705,천안시 서북구,기타레저,3622
20220705,천안시 서북구,문화서비스,6025
20220705,천안시 서북구,식음료,319406
20220705,천안시 서북구,관광기념품,116
20220706,천안시 서북구,기타숙박,16150
20220706,천안시 서북구,레저용품쇼핑,37358
20220706,천안시 서북구,대형쇼핑몰,192353
20220706,천안시 서북구,골프장,8062
20220706,천안시 서북구,기타레저,4358
20220706,천안시 서북구,문화서비스,8409
20220706,천안시 서북구,식음료,348942
20220706,천안시 서북구,관광기념품,785
20220707,천안시 서북구,기타숙박,17619
20220707,천안시 서북구,여행업,112
20220707,천안시 서북구,관광기념품,304
20220707,천안시 서북구,레저용품쇼핑,36923
20220707,천안시 서북구,대형쇼핑몰,160842
20220707,천안시 서북구,골프장,8132
20220707,천안시 서북구,기타레저,3774
20220707,천안시 서북구,문화서비스,6157
20220707,천안시 서북구,식음료,338205
20220708,천안시 서북구,기타숙박,19933
20220708,천안시 서북구,관광기념품,364
20220708,천안시 서북구,레저용품쇼핑,41881
20220708,천안시 서북구,대형쇼핑몰,185158
20220708,천안시 서북구,골프장,11190
20220708,천안시 서북구,기타레저,4643
20220708,천안시 서북구,문화서비스,8697
20220708,천안시 서북구,식음료,412819
20220709,천안시 서북구,기타숙박,25260
20220709,천안시 서북구,레저용품쇼핑,67886
20220709,천안시 서북구,대형쇼핑몰,429937
20220709,천안시 서북구,골프장,13498
20220709,천안시 서북구,기타레저,11504
20220709,천안시 서북구,문화서비스,15085
20220709,천안시 서북구,식음료,594777
20220709,천안시 서북구,관광기념품,289
20220710,천안시 서북구,기타숙박,18519
20220710,천안시 서북구,레저용품쇼핑,59307
20220710,천안시 서북구,대형쇼핑몰,287687
20220710,천안시 서북구,골프장,10050
20220710,천안시 서북구,기타레저,8067
20220710,천안시 서북구,문화서비스,13696
20220710,천안시 서북구,식음료,433664
20220711,천안시 서북구,기타숙박,16716
20220711,천안시 서북구,레저용품쇼핑,33185
20220711,천안시 서북구,대형쇼핑몰,187830
20220711,천안시 서북구,관광유원시설,1073
20220711,천안시 서북구,골프장,11443
20220711,천안시 서북구,기타레저,4042
20220711,천안시 서북구,문화서비스,4639
20220711,천안시 서북구,식음료,295051
20220711,천안시 서북구,여행업,28
20220711,천안시 서북구,관광기념품,189
20220712,천안시 서북구,기타숙박,15887
20220712,천안시 서북구,관광기념품,286
20220712,천안시 서북구,레저용품쇼핑,31092
20220712,천안시 서북구,대형쇼핑몰,138416
20220712,천안시 서북구,골프장,11770
20220712,천안시 서북구,기타레저,3036
20220712,천안시 서북구,문화서비스,4989
20220712,천안시 서북구,식음료,323550
20220713,천안시 서북구,기타숙박,10908
20220713,천안시 서북구,레저용품쇼핑,30528
20220713,천안시 서북구,대형쇼핑몰,124829
20220713,천안시 서북구,골프장,7528
20220713,천안시 서북구,기타레저,3604
20220713,천안시 서북구,문화서비스,4358
20220713,천안시 서북구,식음료,313978
20220713,천안시 서북구,관광기념품,283
20220714,천안시 서북구,기타숙박,21554
20220714,천안시 서북구,레저용품쇼핑,36474
20220714,천안시 서북구,대형쇼핑몰,190408
20220714,천안시 서북구,골프장,8961
20220714,천안시 서북구,기타레저,3529
20220714,천안시 서북구,문화서비스,4475
20220714,천안시 서북구,식음료,349965
20220714,천안시 서북구,관광기념품,243
20220715,천안시 서북구,기타숙박,18698
20220715,천안시 서북구,레저용품쇼핑,36395
20220715,천안시 서북구,대형쇼핑몰,214759
20220715,천안시 서북구,골프장,8427
20220715,천안시 서북구,기타레저,4484
20220715,천안시 서북구,문화서비스,5779
20220715,천안시 서북구,식음료,416686
20220715,천안시 서북구,여행업,38
20220715,천안시 서북구,관광기념품,669
20220716,천안시 서북구,기타숙박,24066
20220716,천안시 서북구,관광기념품,400
20220716,천안시 서북구,레저용품쇼핑,60963
20220716,천안시 서북구,대형쇼핑몰,373637
20220716,천안시 서북구,골프장,11888
20220716,천안시 서북구,기타레저,10238
20220716,천안시 서북구,문화서비스,11399
20220716,천안시 서북구,식음료,590945
20220716,천안시 서북구,관광유원시설,346
20220717,천안시 서북구,기타숙박,15533
20220717,천안시 서북구,레저용품쇼핑,46546
20220717,천안시 서북구,대형쇼핑몰,384058
20220717,천안시 서북구,골프장,11009
20220717,천안시 서북구,기타레저,9519
20220717,천안시 서북구,문화서비스,9056
20220717,천안시 서북구,식음료,413555
20220718,천안시 서북구,기타숙박,14501
20220718,천안시 서북구,레저용품쇼핑,32917
20220718,천안시 서북구,대형쇼핑몰,88774
20220718,천안시 서북구,골프장,10628
20220718,천안시 서북구,기타레저,3012
20220718,천안시 서북구,문화서비스,4267
20220718,천안시 서북구,식음료,295382
20220718,천안시 서북구,관광기념품,280
20220718,천안시 서북구,관광유원시설,117
20220719,천안시 서북구,기타숙박,17179
20220719,천안시 서북구,여행업,56
20220719,천안시 서북구,관광기념품,366
20220719,천안시 서북구,레저용품쇼핑,28782
20220719,천안시 서북구,대형쇼핑몰,140276
20220719,천안시 서북구,골프장,8738
20220719,천안시 서북구,기타레저,4089
20220719,천안시 서북구,문화서비스,4132
20220719,천안시 서북구,식음료,321990
20220720,천안시 서북구,호텔,415
20220720,천안시 서북구,기타숙박,16965
20220720,천안시 서북구,관광기념품,597
20220720,천안시 서북구,레저용품쇼핑,42029
20220720,천안시 서북구,대형쇼핑몰,128987
20220720,천안시 서북구,골프장,9114
20220720,천안시 서북구,기타레저,4025
20220720,천안시 서북구,문화서비스,6476
20220720,천안시 서북구,식음료,340372
20220721,천안시 서북구,기타숙박,18218
20220721,천안시 서북구,관광기념품,284
20220721,천안시 서북구,레저용품쇼핑,33044
20220721,천안시 서북구,대형쇼핑몰,144688
20220721,천안시 서북구,골프장,6658
20220721,천안시 서북구,기타레저,4011
20220721,천안시 서북구,문화서비스,5215
20220721,천안시 서북구,식음료,354233
20220721,천안시 서북구,여행업,26
20220722,천안시 서북구,기타숙박,18901
20220722,천안시 서북구,레저용품쇼핑,47557
20220722,천안시 서북구,대형쇼핑몰,172442
20220722,천안시 서북구,골프장,10010
20220722,천안시 서북구,기타레저,6181
20220722,천안시 서북구,문화서비스,7275
20220722,천안시 서북구,식음료,421313
20220722,천안시 서북구,관광기념품,431
20220722,천안시 서북구,관광유원시설,168
20220723,천안시 서북구,기타숙박,22688
20220723,천안시 서북구,레저용품쇼핑,50031
20220723,천안시 서북구,대형쇼핑몰,328878
20220723,천안시 서북구,골프장,13332
20220723,천안시 서북구,기타레저,9787
20220723,천안시 서북구,문화서비스,14592
20220723,천안시 서북구,식음료,536431
20220723,천안시 서북구,관광기념품,284
20220724,천안시 서북구,기타숙박,16591
20220724,천안시 서북구,레저용품쇼핑,52377
20220724,천안시 서북구,대형쇼핑몰,199677
20220724,천안시 서북구,골프장,10590
20220724,천안시 서북구,기타레저,7379
20220724,천안시 서북구,문화서비스,14403
20220724,천안시 서북구,식음료,409459
20220725,천안시 서북구,기타숙박,14840
20220725,천안시 서북구,관광기념품,306
20220725,천안시 서북구,레저용품쇼핑,46896
20220725,천안시 서북구,대형쇼핑몰,192554
20220725,천안시 서북구,골프장,9172
20220725,천안시 서북구,기타레저,5282
20220725,천안시 서북구,문화서비스,6127
20220725,천안시 서북구,식음료,313872
20220726,천안시 서북구,기타숙박,18292
20220726,천안시 서북구,여행업,52
20220726,천안시 서북구,관광기념품,481
20220726,천안시 서북구,레저용품쇼핑,38144
20220726,천안시 서북구,대형쇼핑몰,168169
20220726,천안시 서북구,골프장,9672
20220726,천안시 서북구,기타레저,4835
20220726,천안시 서북구,문화서비스,5563
20220726,천안시 서북구,식음료,351555
20220727,천안시 서북구,기타숙박,17095
20220727,천안시 서북구,관광기념품,738
20220727,천안시 서북구,레저용품쇼핑,30745
20220727,천안시 서북구,대형쇼핑몰,150468
20220727,천안시 서북구,골프장,9720
20220727,천안시 서북구,기타레저,5785
20220727,천안시 서북구,문화서비스,9575
20220727,천안시 서북구,식음료,352897
20220728,천안시 서북구,기타숙박,14514
20220728,천안시 서북구,여행업,114
20220728,천안시 서북구,레저용품쇼핑,39418
20220728,천안시 서북구,대형쇼핑몰,138658
20220728,천안시 서북구,골프장,7659
20220728,천안시 서북구,기타레저,5337
20220728,천안시 서북구,문화서비스,9405
20220728,천안시 서북구,식음료,363513
20220728,천안시 서북구,관광기념품,459
20220729,천안시 서북구,기타숙박,18898
20220729,천안시 서북구,레저용품쇼핑,40638
20220729,천안시 서북구,대형쇼핑몰,195709
20220729,천안시 서북구,골프장,8161
20220729,천안시 서북구,기타레저,5222
20220729,천안시 서북구,문화서비스,10421
20220729,천안시 서북구,식음료,434216
20220729,천안시 서북구,관광기념품,227
20220729,천안시 서북구,관광유원시설,58
20220730,천안시 서북구,기타숙박,23782
20220730,천안시 서북구,레저용품쇼핑,60426
20220730,천안시 서북구,대형쇼핑몰,308309
20220730,천안시 서북구,골프장,12570
20220730,천안시 서북구,기타레저,10292
20220730,천안시 서북구,문화서비스,16853
20220730,천안시 서북구,식음료,556919
20220730,천안시 서북구,관광기념품,204
20220731,천안시 서북구,기타숙박,19131
20220731,천안시 서북구,레저용품쇼핑,37861
20220731,천안시 서북구,대형쇼핑몰,275487
20220731,천안시 서북구,골프장,9974
20220731,천안시 서북구,기타레저,9450
20220731,천안시 서북구,문화서비스,17029
20220731,천안시 서북구,식음료,418697
20220701,천안시 서북구,호텔,1214
20220701,천안시 서북구,렌터카,0
20220702,천안시 서북구,호텔,1513
20220703,천안시 서북구,호텔,889
20220703,천안시 서북구,관광기념품,50
20220703,천안시 서북구,관광유원시설,522
20220704,천안시 서북구,호텔,80
20220704,천안시 서북구,관광유원시설,438
20220705,천안시 서북구,호텔,478
20220705,천안시 서북구,관광유원시설,58
20220706,천안시 서북구,호텔,423
20220706,천안시 서북구,관광유원시설,142
20220707,천안시 서북구,호텔,196
20220707,천안시 서북구,관광유원시설,115
20220708,천안시 서북구,호텔,1901
20220708,천안시 서북구,렌터카,0
20220708,천안시 서북구,관광유원시설,275
20220709,천안시 서북구,호텔,1272
20220709,천안시 서북구,렌터카,0
20220709,천안시 서북구,관광유원시설,423
20220710,천안시 서북구,호텔,627
20220710,천안시 서북구,관광기념품,211
20220710,천안시 서북구,관광유원시설,356
20220711,천안시 서북구,호텔,1596
20220712,천안시 서북구,호텔,200
20220712,천안시 서북구,관광유원시설,48
20220713,천안시 서북구,호텔,414
20220713,천안시 서북구,렌터카,0
20220713,천안시 서북구,관광유원시설,222
20220714,천안시 서북구,호텔,0
20220714,천안시 서북구,관광유원시설,470
20220715,천안시 서북구,호텔,944
20220715,천안시 서북구,관광유원시설,758
20220716,천안시 서북구,호텔,2352
20220716,천안시 서북구,렌터카,0
20220717,천안시 서북구,호텔,337
20220717,천안시 서북구,관광기념품,481
20220717,천안시 서북구,관광유원시설,843
20220718,천안시 서북구,호텔,594
20220719,천안시 서북구,호텔,1000
20220719,천안시 서북구,관광유원시설,41
20220720,천안시 서북구,관광유원시설,152
20220721,천안시 서북구,호텔,1003
20220721,천안시 서북구,렌터카,0
20220721,천안시 서북구,관광유원시설,78
20220722,천안시 서북구,호텔,1151
20220722,천안시 서북구,렌터카,160
20220723,천안시 서북구,호텔,2360
20220723,천안시 서북구,렌터카,0
20220723,천안시 서북구,관광유원시설,385
20220724,천안시 서북구,호텔,2309
20220724,천안시 서북구,관광기념품,127
20220724,천안시 서북구,관광유원시설,244
20220725,천안시 서북구,호텔,1158
20220725,천안시 서북구,관광유원시설,295
20220726,천안시 서북구,호텔,1065
20220726,천안시 서북구,렌터카,86
20220726,천안시 서북구,관광유원시설,55
20220727,천안시 서북구,호텔,305
20220727,천안시 서북구,렌터카,0
20220727,천안시 서북구,관광유원시설,236
20220728,천안시 서북구,호텔,2175
20220728,천안시 서북구,관광유원시설,96
20220729,천안시 서북구,호텔,1203
20220730,천안시 서북구,호텔,1646
20220730,천안시 서북구,관광유원시설,440
20220731,천안시 서북구,호텔,1120
20220731,천안시 서북구,관광기념품,52
20220731,천안시 서북구,관광유원시설,420
20220801,천안시 서북구,관광총소비,643193
20220802,천안시 서북구,관광총소비,593921
20220803,천안시 서북구,관광총소비,663127
20220804,천안시 서북구,관광총소비,613931
20220805,천안시 서북구,관광총소비,748107
20220806,천안시 서북구,관광총소비,1010802
20220807,천안시 서북구,관광총소비,862514
20220808,천안시 서북구,관광총소비,454234
20220809,천안시 서북구,관광총소비,519317
20220810,천안시 서북구,관광총소비,546796
20220811,천안시 서북구,관광총소비,622818
20220812,천안시 서북구,관광총소비,775640
20220813,천안시 서북구,관광총소비,1077854
20220814,천안시 서북구,관광총소비,763971
20220815,천안시 서북구,관광총소비,871518
20220816,천안시 서북구,관광총소비,530587
20220817,천안시 서북구,관광총소비,569664
20220818,천안시 서북구,관광총소비,559136
20220819,천안시 서북구,관광총소비,710493
20220820,천안시 서북구,관광총소비,1025654
20220821,천안시 서북구,관광총소비,950972
20220822,천안시 서북구,관광총소비,481029
20220823,천안시 서북구,관광총소비,550001
20220824,천안시 서북구,관광총소비,535002
20220825,천안시 서북구,관광총소비,566609
20220826,천안시 서북구,관광총소비,708623
20220827,천안시 서북구,관광총소비,1194699
20220828,천안시 서북구,관광총소비,761114
20220829,천안시 서북구,관광총소비,528578
20220830,천안시 서북구,관광총소비,536345
20220831,천안시 서북구,관광총소비,627665
20220801,천안시 서북구,기타숙박,18886
20220801,천안시 서북구,레저용품쇼핑,37936
20220801,천안시 서북구,대형쇼핑몰,196042
20220801,천안시 서북구,골프장,15109
20220801,천안시 서북구,기타레저,7510
20220801,천안시 서북구,문화서비스,11186
20220801,천안시 서북구,식음료,354548
20220801,천안시 서북구,관광기념품,219
20220802,천안시 서북구,기타숙박,19801
20220802,천안시 서북구,관광기념품,490
20220802,천안시 서북구,레저용품쇼핑,33017
20220802,천안시 서북구,대형쇼핑몰,161133
20220802,천안시 서북구,골프장,9035
20220802,천안시 서북구,기타레저,5896
20220802,천안시 서북구,문화서비스,9362
20220802,천안시 서북구,식음료,353910
20220803,천안시 서북구,기타숙박,17023
20220803,천안시 서북구,레저용품쇼핑,62489
20220803,천안시 서북구,대형쇼핑몰,184822
20220803,천안시 서북구,골프장,10147
20220803,천안시 서북구,기타레저,7733
20220803,천안시 서북구,문화서비스,11036
20220803,천안시 서북구,식음료,367747
20220803,천안시 서북구,관광기념품,203
20220804,천안시 서북구,기타숙박,15060
20220804,천안시 서북구,레저용품쇼핑,62628
20220804,천안시 서북구,대형쇼핑몰,156401
20220804,천안시 서북구,골프장,11280
20220804,천안시 서북구,기타레저,6448
20220804,천안시 서북구,문화서비스,8936
20220804,천안시 서북구,식음료,350331
20220804,천안시 서북구,여행업,26
20220804,천안시 서북구,관광기념품,182
20220805,천안시 서북구,기타숙박,17764
20220805,천안시 서북구,레저용품쇼핑,57169
20220805,천안시 서북구,대형쇼핑몰,239230
20220805,천안시 서북구,골프장,8958
20220805,천안시 서북구,기타레저,7161
20220805,천안시 서북구,문화서비스,10156
20220805,천안시 서북구,식음료,406207
20220805,천안시 서북구,관광기념품,226
20220806,천안시 서북구,기타숙박,22008
20220806,천안시 서북구,레저용품쇼핑,97140
20220806,천안시 서북구,대형쇼핑몰,335181
20220806,천안시 서북구,골프장,9894
20220806,천안시 서북구,기타레저,11248
20220806,천안시 서북구,문화서비스,17196
20220806,천안시 서북구,식음료,515685
20220806,천안시 서북구,관광기념품,199
20220807,천안시 서북구,기타숙박,17019
20220807,천안시 서북구,레저용품쇼핑,73341
20220807,천안시 서북구,대형쇼핑몰,336076
20220807,천안시 서북구,골프장,11735
20220807,천안시 서북구,기타레저,7457
20220807,천안시 서북구,문화서비스,14396
20220807,천안시 서북구,식음료,400819
20220808,천안시 서북구,기타숙박,14402
20220808,천안시 서북구,레저용품쇼핑,41171
20220808,천안시 서북구,대형쇼핑몰,91960
20220808,천안시 서북구,골프장,8987
20220808,천안시 서북구,기타레저,6113
20220808,천안시 서북구,문화서비스,6140
20220808,천안시 서북구,식음료,283816
20220808,천안시 서북구,관광기념품,432
20220809,천안시 서북구,기타숙박,16274
20220809,천안시 서북구,관광기념품,288
20220809,천안시 서북구,레저용품쇼핑,45540
20220809,천안시 서북구,대형쇼핑몰,134427
20220809,천안시 서북구,골프장,7777
20220809,천안시 서북구,기타레저,5383
20220809,천안시 서북구,문화서비스,5351
20220809,천안시 서북구,식음료,303484
20220810,천안시 서북구,기타숙박,16926
20220810,천안시 서북구,관광기념품,108
20220810,천안시 서북구,레저용품쇼핑,40514
20220810,천안시 서북구,대형쇼핑몰,151004
20220810,천안시 서북구,골프장,11214
20220810,천안시 서북구,기타레저,4830
20220810,천안시 서북구,문화서비스,7376
20220810,천안시 서북구,식음료,314042
20220811,천안시 서북구,기타숙박,16157
20220811,천안시 서북구,관광기념품,266
20220811,천안시 서북구,레저용품쇼핑,38031
20220811,천안시 서북구,대형쇼핑몰,230491
20220811,천안시 서북구,골프장,10788
20220811,천안시 서북구,기타레저,4580
20220811,천안시 서북구,문화서비스,7323
20220811,천안시 서북구,식음료,313673
20220811,천안시 서북구,여행업,56
20220812,천안시 서북구,호텔,1243
20220812,천안시 서북구,기타숙박,15536
20220812,천안시 서북구,관광기념품,417
20220812,천안시 서북구,레저용품쇼핑,56337
20220812,천안시 서북구,대형쇼핑몰,267903
20220812,천안시 서북구,골프장,10098
20220812,천안시 서북구,기타레저,5335
20220812,천안시 서북구,문화서비스,8777
20220812,천안시 서북구,식음료,409774
20220813,천안시 서북구,호텔,4918
20220813,천안시 서북구,기타숙박,24706
20220813,천안시 서북구,레저용품쇼핑,81333
20220813,천안시 서북구,대형쇼핑몰,391389
20220813,천안시 서북구,골프장,11277
