기준년월,기초지자체,방문자 구분,방문자 수
2022-08-09,천안시 동남구,외부방문자(b+c),96251.0
2022-08-09,천안시 동남구,외지인방문자(b),96212.0
2022-08-09,천안시 동남구,전체방문자(a+b+c),227119.0
2022-08-09,천안시 동남구,현지인방문자(a),130868.0
2022-08-09,천안시 서북구,외국인방문자(c),70.0
2022-08-09,천안시 서북구,외부방문자(b+c),84402.0
2022-08-09,천안시 서북구,외지인방문자(b),84332.0
2022-08-09,천안시 서북구,전체방문자(a+b+c),226394.0
2022-08-09,천안시 서북구,현지인방문자(a),141992.0
2022-08-10,천안시 동남구,외국인방문자(c),46.0
2022-08-10,천안시 동남구,외부방문자(b+c),94882.0
2022-08-10,천안시 동남구,외지인방문자(b),94836.0
2022-08-10,천안시 동남구,전체방문자(a+b+c),224967.0
2022-08-10,천안시 동남구,현지인방문자(a),130084.0
2022-08-10,천안시 서북구,외국인방문자(c),60.0
2022-08-10,천안시 서북구,외부방문자(b+c),87073.0
2022-08-10,천안시 서북구,외지인방문자(b),87014.0
2022-08-10,천안시 서북구,전체방문자(a+b+c),229306.0
2022-08-10,천안시 서북구,현지인방문자(a),142233.0
2022-08-11,천안시 동남구,외국인방문자(c),52.0
2022-08-11,천안시 동남구,외부방문자(b+c),98059.0
2022-08-11,천안시 동남구,외지인방문자(b),98007.0
2022-08-11,천안시 동남구,전체방문자(a+b+c),227258.0
2022-08-11,천안시 동남구,현지인방문자(a),129199.0
2022-08-11,천안시 서북구,외국인방문자(c),61.0
2022-08-11,천안시 서북구,외부방문자(b+c),89496.0
2022-08-11,천안시 서북구,외지인방문자(b),89436.0
2022-08-11,천안시 서북구,전체방문자(a+b+c),230270.0
2022-08-11,천안시 서북구,현지인방문자(a),140774.0
2022-08-12,천안시 동남구,외국인방문자(c),46.0
2022-08-12,천안시 동남구,외부방문자(b+c),122826.0
2022-08-12,천안시 동남구,외지인방문자(b),122780.0
2022-08-12,천안시 동남구,전체방문자(a+b+c),259365.0
2022-08-12,천안시 동남구,현지인방문자(a),136538.0
2022-08-12,천안시 서북구,외국인방문자(c),56.0
2022-08-12,천안시 서북구,외부방문자(b+c),106834.0
2022-08-12,천안시 서북구,외지인방문자(b),106778.0
2022-08-12,천안시 서북구,전체방문자(a+b+c),251976.0
2022-08-12,천안시 서북구,현지인방문자(a),145142.0
2022-08-13,천안시 동남구,외국인방문자(c),56.0
2022-08-13,천안시 동남구,외부방문자(b+c),144630.0
2022-08-13,천안시 동남구,외지인방문자(b),144574.0
2022-08-13,천안시 동남구,전체방문자(a+b+c),266563.0
2022-08-13,천안시 동남구,현지인방문자(a),121933.0
2022-08-13,천안시 서북구,외국인방문자(c),51.0
2022-08-13,천안시 서북구,외부방문자(b+c),124805.0
2022-08-13,천안시 서북구,외지인방문자(b),124754.0
2022-08-13,천안시 서북구,전체방문자(a+b+c),256332.0
2022-08-13,천안시 서북구,현지인방문자(a),131526.0
2022-08-14,천안시 동남구,외국인방문자(c),46.0
2022-08-14,천안시 동남구,외부방문자(b+c),139692.0
2022-08-14,천안시 동남구,외지인방문자(b),139646.0
2022-08-14,천안시 동남구,전체방문자(a+b+c),252536.0
2022-08-14,천안시 동남구,현지인방문자(a),112844.0
2022-08-14,천안시 서북구,외국인방문자(c),40.0
2022-08-14,천안시 서북구,외부방문자(b+c),105575.0
2022-08-14,천안시 서북구,외지인방문자(b),105536.0
2022-08-14,천안시 서북구,전체방문자(a+b+c),225454.0
2022-08-14,천안시 서북구,현지인방문자(a),119878.0
2022-08-15,천안시 동남구,외국인방문자(c),32.0
2022-08-15,천안시 동남구,외부방문자(b+c),140977.0
2022-08-15,천안시 동남구,외지인방문자(b),140945.0
2022-08-15,천안시 동남구,전체방문자(a+b+c),262879.0
2022-08-15,천안시 동남구,현지인방문자(a),121902.0
2022-08-15,천안시 서북구,외국인방문자(c),41.0
2022-08-15,천안시 서북구,외부방문자(b+c),104274.0
2022-08-15,천안시 서북구,외지인방문자(b),104234.0
2022-08-15,천안시 서북구,전체방문자(a+b+c),233067.0
2022-08-15,천안시 서북구,현지인방문자(a),128793.0
2022-08-16,천안시 동남구,외국인방문자(c),51.0
2022-08-16,천안시 동남구,외부방문자(b+c),107974.0
2022-08-16,천안시 동남구,외지인방문자(b),107922.0
2022-08-16,천안시 동남구,전체방문자(a+b+c),244099.0
2022-08-16,천안시 동남구,현지인방문자(a),136126.0
2022-08-16,천안시 서북구,외국인방문자(c),52.0
2022-08-16,천안시 서북구,외부방문자(b+c),94643.0
2022-08-16,천안시 서북구,외지인방문자(b),94591.0
2022-08-16,천안시 서북구,전체방문자(a+b+c),238650.0
2022-08-16,천안시 서북구,현지인방문자(a),144008.0
2022-08-17,천안시 동남구,외국인방문자(c),57.0
2022-08-17,천안시 동남구,외부방문자(b+c),110059.0
2022-08-17,천안시 동남구,외지인방문자(b),110002.0
2022-08-17,천안시 동남구,전체방문자(a+b+c),247507.0
2022-08-17,천안시 동남구,현지인방문자(a),137448.0
2022-08-17,천안시 서북구,외국인방문자(c),49.0
2022-08-17,천안시 서북구,외부방문자(b+c),95998.0
2022-08-17,천안시 서북구,외지인방문자(b),95949.0
2022-08-17,천안시 서북구,전체방문자(a+b+c),242270.0
2022-08-17,천안시 서북구,현지인방문자(a),146272.0
2022-08-18,천안시 동남구,외국인방문자(c),66.0
2022-08-18,천안시 동남구,외부방문자(b+c),111982.0
2022-08-18,천안시 동남구,외지인방문자(b),111916.0
2022-08-18,천안시 동남구,전체방문자(a+b+c),248891.0
2022-08-18,천안시 동남구,현지인방문자(a),136910.0
2022-08-18,천안시 서북구,외국인방문자(c),57.0
2022-08-18,천안시 서북구,외부방문자(b+c),98508.0
2022-08-18,천안시 서북구,외지인방문자(b),98452.0
2022-08-18,천안시 서북구,전체방문자(a+b+c),244371.0
2022-08-18,천안시 서북구,현지인방문자(a),145862.0
2022-08-19,천안시 동남구,외국인방문자(c),44.0
2022-08-19,천안시 동남구,외부방문자(b+c),117584.0
2022-08-19,천안시 동남구,외지인방문자(b),117540.0
2022-08-19,천안시 동남구,전체방문자(a+b+c),257367.0
2022-08-19,천안시 동남구,현지인방문자(a),139783.0
2022-08-19,천안시 서북구,외국인방문자(c),60.0
2022-08-19,천안시 서북구,외부방문자(b+c),105466.0
2022-08-19,천안시 서북구,외지인방문자(b),105406.0
2022-08-19,천안시 서북구,전체방문자(a+b+c),254282.0
2022-08-19,천안시 서북구,현지인방문자(a),148816.0
2022-08-20,천안시 동남구,외국인방문자(c),44.0
2022-08-20,천안시 동남구,외부방문자(b+c),146974.0
2022-08-20,천안시 동남구,외지인방문자(b),146930.0
2022-08-20,천안시 동남구,전체방문자(a+b+c),273688.0
2022-08-20,천안시 동남구,현지인방문자(a),126714.0
2022-08-20,천안시 서북구,외국인방문자(c),62.0
2022-08-20,천안시 서북구,외부방문자(b+c),127725.0
2022-08-20,천안시 서북구,외지인방문자(b),127662.0
2022-08-20,천안시 서북구,전체방문자(a+b+c),264470.0
2022-08-20,천안시 서북구,현지인방문자(a),136745.0
2022-08-21,천안시 동남구,외국인방문자(c),35.0
2022-08-21,천안시 동남구,외부방문자(b+c),135979.0
2022-08-21,천안시 동남구,외지인방문자(b),135944.0
2022-08-21,천안시 동남구,전체방문자(a+b+c),259004.0
2022-08-21,천안시 동남구,현지인방문자(a),123025.0
2022-08-21,천안시 서북구,외국인방문자(c),54.0
2022-08-21,천안시 서북구,외부방문자(b+c),105222.0
2022-08-21,천안시 서북구,외지인방문자(b),105168.0
2022-08-21,천안시 서북구,전체방문자(a+b+c),234712.0
2022-08-21,천안시 서북구,현지인방문자(a),129490.0
2022-08-22,천안시 동남구,외국인방문자(c),45.0
2022-08-22,천안시 동남구,외부방문자(b+c),106407.0
2022-08-22,천안시 동남구,외지인방문자(b),106362.0
2022-08-22,천안시 동남구,전체방문자(a+b+c),244636.0
2022-08-22,천안시 동남구,현지인방문자(a),138229.0
2022-08-22,천안시 서북구,외국인방문자(c),65.0
2022-08-22,천안시 서북구,외부방문자(b+c),94208.0
2022-08-22,천안시 서북구,외지인방문자(b),94143.0
2022-08-22,천안시 서북구,전체방문자(a+b+c),239755.0
2022-08-22,천안시 서북구,현지인방문자(a),145548.0
2022-08-23,천안시 동남구,외국인방문자(c),57.0
2022-08-23,천안시 동남구,외부방문자(b+c),105274.0
2022-08-23,천안시 동남구,외지인방문자(b),105217.0
2022-08-23,천안시 동남구,전체방문자(a+b+c),242547.0
2022-08-23,천안시 동남구,현지인방문자(a),137274.0
2022-08-23,천안시 서북구,외국인방문자(c),73.0
2022-08-23,천안시 서북구,외부방문자(b+c),95546.0
2022-08-23,천안시 서북구,외지인방문자(b),95473.0
2022-08-23,천안시 서북구,전체방문자(a+b+c),240866.0
2022-08-23,천안시 서북구,현지인방문자(a),145320.0
2022-08-24,천안시 동남구,외국인방문자(c),60.0
2022-08-24,천안시 동남구,외부방문자(b+c),109071.0
2022-08-24,천안시 동남구,외지인방문자(b),109011.0
2022-08-24,천안시 동남구,전체방문자(a+b+c),249253.0
2022-08-24,천안시 동남구,현지인방문자(a),140182.0
2022-08-24,천안시 서북구,외국인방문자(c),71.0
2022-08-24,천안시 서북구,외부방문자(b+c),99516.0
2022-08-24,천안시 서북구,외지인방문자(b),99446.0
2022-08-24,천안시 서북구,전체방문자(a+b+c),247496.0
2022-08-24,천안시 서북구,현지인방문자(a),147980.0
2022-08-25,천안시 동남구,외국인방문자(c),58.0
2022-08-25,천안시 동남구,외부방문자(b+c),111761.0
2022-08-25,천안시 동남구,외지인방문자(b),111702.0
2022-08-25,천안시 동남구,전체방문자(a+b+c),252489.0
2022-08-25,천안시 동남구,현지인방문자(a),140728.0
2022-08-25,천안시 서북구,외국인방문자(c),65.0
2022-08-25,천안시 서북구,외부방문자(b+c),101002.0
2022-08-25,천안시 서북구,외지인방문자(b),100936.0
2022-08-25,천안시 서북구,전체방문자(a+b+c),248814.0
2022-08-25,천안시 서북구,현지인방문자(a),147812.0
2022-08-26,천안시 동남구,외국인방문자(c),61.0
2022-08-26,천안시 동남구,외부방문자(b+c),127517.0
2022-08-26,천안시 동남구,외지인방문자(b),127456.0
2022-08-26,천안시 동남구,전체방문자(a+b+c),270933.0
2022-08-26,천안시 동남구,현지인방문자(a),143416.0
2022-08-26,천안시 서북구,외국인방문자(c),64.0
2022-08-26,천안시 서북구,외부방문자(b+c),113744.0
2022-08-26,천안시 서북구,외지인방문자(b),113680.0
2022-08-26,천안시 서북구,전체방문자(a+b+c),264591.0
2022-08-26,천안시 서북구,현지인방문자(a),150846.0
2022-08-27,천안시 동남구,외국인방문자(c),61.0
2022-08-27,천안시 동남구,외부방문자(b+c),173658.0
2022-08-27,천안시 동남구,외지인방문자(b),173596.0
2022-08-27,천안시 동남구,전체방문자(a+b+c),303560.0
2022-08-27,천안시 동남구,현지인방문자(a),129902.0
2022-08-27,천안시 서북구,외국인방문자(c),55.0
2022-08-27,천안시 서북구,외부방문자(b+c),142803.0
2022-08-27,천안시 서북구,외지인방문자(b),142748.0
2022-08-27,천안시 서북구,전체방문자(a+b+c),279782.0
2022-08-27,천안시 서북구,현지인방문자(a),136980.0
2022-08-28,천안시 동남구,외국인방문자(c),48.0
2022-08-28,천안시 동남구,외부방문자(b+c),171082.0
2022-08-28,천안시 동남구,외지인방문자(b),171034.0
2022-08-28,천안시 동남구,전체방문자(a+b+c),296949.0
2022-08-28,천안시 동남구,현지인방문자(a),125867.0
2022-08-28,천안시 서북구,외국인방문자(c),62.0
2022-08-28,천안시 서북구,외부방문자(b+c),119493.0
2022-08-28,천안시 서북구,외지인방문자(b),119430.0
2022-08-28,천안시 서북구,전체방문자(a+b+c),248499.0
2022-08-28,천안시 서북구,현지인방문자(a),129006.0
2022-08-29,천안시 동남구,외국인방문자(c),51.0
2022-08-29,천안시 동남구,외부방문자(b+c),125169.0
2022-08-29,천안시 동남구,외지인방문자(b),125118.0
2022-08-29,천안시 동남구,전체방문자(a+b+c),266139.0
2022-08-29,천안시 동남구,현지인방문자(a),140970.0
2022-08-29,천안시 서북구,외국인방문자(c),90.0
2022-08-29,천안시 서북구,외부방문자(b+c),107253.0
2022-08-29,천안시 서북구,외지인방문자(b),107163.0
2022-08-29,천안시 서북구,전체방문자(a+b+c),254285.0
2022-08-29,천안시 서북구,현지인방문자(a),147032.0
2022-08-30,천안시 동남구,외국인방문자(c),64.0
2022-08-30,천안시 동남구,외부방문자(b+c),117633.0
2022-08-30,천안시 동남구,외지인방문자(b),117568.0
2022-08-30,천안시 동남구,전체방문자(a+b+c),254143.0
2022-08-30,천안시 동남구,현지인방문자(a),136510.0
2022-08-30,천안시 서북구,외국인방문자(c),90.0
2022-08-30,천안시 서북구,외부방문자(b+c),102230.0
2022-08-30,천안시 서북구,외지인방문자(b),102140.0
2022-08-30,천안시 서북구,전체방문자(a+b+c),246525.0
2022-08-30,천안시 서북구,현지인방문자(a),144294.0
2022-08-31,천안시 동남구,외국인방문자(c),83.0
2022-08-31,천안시 동남구,외부방문자(b+c),124764.0
2022-08-31,천안시 동남구,외지인방문자(b),124680.0
2022-08-31,천안시 동남구,전체방문자(a+b+c),267854.0
2022-08-31,천안시 동남구,현지인방문자(a),143090.0
2022-08-31,천안시 서북구,외국인방문자(c),78.0
2022-08-31,천안시 서북구,외부방문자(b+c),110825.0
2022-08-31,천안시 서북구,외지인방문자(b),110747.0
2022-08-31,천안시 서북구,전체방문자(a+b+c),260968.0
2022-08-31,천안시 서북구,현지인방문자(a),150143.0
2022-09-01,천안시 동남구,외국인방문자(c),69.0
2022-09-01,천안시 동남구,외부방문자(b+c),123405.0
2022-09-01,천안시 동남구,외지인방문자(b),123336.0
2022-09-01,천안시 동남구,전체방문자(a+b+c),268963.0
2022-09-01,천안시 동남구,현지인방문자(a),145558.0
2022-09-01,천안시 서북구,외국인방문자(c),85.0
2022-09-01,천안시 서북구,외부방문자(b+c),97378.0
2022-09-01,천안시 서북구,외지인방문자(b),97293.0
2022-09-01,천안시 서북구,전체방문자(a+b+c),249152.0
2022-09-01,천안시 서북구,현지인방문자(a),151774.0
2022-09-02,천안시 동남구,외국인방문자(c),76.0
2022-09-02,천안시 동남구,외부방문자(b+c),125015.0
2022-09-02,천안시 동남구,외지인방문자(b),124940.0
2022-09-02,천안시 동남구,전체방문자(a+b+c),271861.0
2022-09-02,천안시 동남구,현지인방문자(a),146846.0
2022-09-02,천안시 서북구,외국인방문자(c),80.0
2022-09-02,천안시 서북구,외부방문자(b+c),103967.0
2022-09-02,천안시 서북구,외지인방문자(b),103887.0
2022-09-02,천안시 서북구,전체방문자(a+b+c),257841.0
2022-09-02,천안시 서북구,현지인방문자(a),153874.0
2022-09-03,천안시 동남구,외국인방문자(c),79.0
2022-09-03,천안시 동남구,외부방문자(b+c),160886.0
2022-09-03,천안시 동남구,외지인방문자(b),160808.0
2022-09-03,천안시 동남구,전체방문자(a+b+c),294030.0
2022-09-03,천안시 동남구,현지인방문자(a),133144.0
2022-09-03,천안시 서북구,외국인방문자(c),71.0
2022-09-03,천안시 서북구,외부방문자(b+c),128805.0
2022-09-03,천안시 서북구,외지인방문자(b),128734.0
2022-09-03,천안시 서북구,전체방문자(a+b+c),269442.0
2022-09-03,천안시 서북구,현지인방문자(a),140637.0
2022-09-04,천안시 동남구,외국인방문자(c),78.0
2022-09-04,천안시 동남구,외부방문자(b+c),127975.0
2022-09-04,천안시 동남구,외지인방문자(b),127897.0
2022-09-04,천안시 동남구,전체방문자(a+b+c),254132.0
2022-09-04,천안시 동남구,현지인방문자(a),126158.0
2022-09-04,천안시 서북구,외국인방문자(c),74.0
2022-09-04,천안시 서북구,외부방문자(b+c),104094.0
2022-09-04,천안시 서북구,외지인방문자(b),104020.0
2022-09-04,천안시 서북구,전체방문자(a+b+c),236758.0
2022-09-04,천안시 서북구,현지인방문자(a),132664.0
2022-09-05,천안시 동남구,외국인방문자(c),65.0
2022-09-05,천안시 동남구,외부방문자(b+c),102251.0
2022-09-05,천안시 동남구,외지인방문자(b),102186.0
2022-09-05,천안시 동남구,전체방문자(a+b+c),240540.0
2022-09-05,천안시 동남구,현지인방문자(a),138288.0
2022-09-05,천안시 서북구,외국인방문자(c),74.0
2022-09-05,천안시 서북구,외부방문자(b+c),87161.0
2022-09-05,천안시 서북구,외지인방문자(b),87087.0
2022-09-05,천안시 서북구,전체방문자(a+b+c),232481.0
2022-09-05,천안시 서북구,현지인방문자(a),145320.0
2022-09-06,천안시 동남구,외국인방문자(c),72.0
2022-09-06,천안시 동남구,외부방문자(b+c),99682.0
2022-09-06,천안시 동남구,외지인방문자(b),99610.0
2022-09-06,천안시 동남구,전체방문자(a+b+c),242923.0
2022-09-06,천안시 동남구,현지인방문자(a),143241.0
2022-09-06,천안시 서북구,외국인방문자(c),73.0
2022-09-06,천안시 서북구,외부방문자(b+c),91409.0
2022-09-06,천안시 서북구,외지인방문자(b),91336.0
2022-09-06,천안시 서북구,전체방문자(a+b+c),242871.0
2022-09-06,천안시 서북구,현지인방문자(a),151462.0
2022-09-07,천안시 동남구,외국인방문자(c),74.0
2022-09-07,천안시 동남구,외부방문자(b+c),127691.0
2022-09-07,천안시 동남구,외지인방문자(b),127617.0
2022-09-07,천안시 동남구,전체방문자(a+b+c),275545.0
2022-09-07,천안시 동남구,현지인방문자(a),147854.0
2022-09-07,천안시 서북구,외국인방문자(c),85.0
2022-09-07,천안시 서북구,외부방문자(b+c),110650.0
2022-09-07,천안시 서북구,외지인방문자(b),110565.0
2022-09-07,천안시 서북구,전체방문자(a+b+c),265910.0
2022-09-07,천안시 서북구,현지인방문자(a),155260.0
2022-09-08,천안시 동남구,외국인방문자(c),74.0
2022-09-08,천안시 동남구,외부방문자(b+c),154588.0
2022-09-08,천안시 동남구,외지인방문자(b),154514.0
2022-09-08,천안시 동남구,전체방문자(a+b+c),303244.0
2022-09-08,천안시 동남구,현지인방문자(a),148656.0
2022-09-08,천안시 서북구,외국인방문자(c),79.0
2022-09-08,천안시 서북구,외부방문자(b+c),122870.0
2022-09-08,천안시 서북구,외지인방문자(b),122790.0
2022-09-08,천안시 서북구,전체방문자(a+b+c),277923.0
2022-09-08,천안시 서북구,현지인방문자(a),155054.0
2022-09-09,천안시 동남구,외국인방문자(c),78.0
2022-09-09,천안시 동남구,외부방문자(b+c),185018.0
2022-09-09,천안시 동남구,외지인방문자(b),184940.0
2022-09-09,천안시 동남구,전체방문자(a+b+c),299990.0
2022-09-09,천안시 동남구,현지인방문자(a),114972.0
2022-09-09,천안시 서북구,외국인방문자(c),77.0
2022-09-09,천안시 서북구,외부방문자(b+c),136615.0
2022-09-09,천안시 서북구,외지인방문자(b),136538.0
2022-09-09,천안시 서북구,전체방문자(a+b+c),251275.0
2022-09-09,천안시 서북구,현지인방문자(a),114660.0
2022-09-10,천안시 동남구,외국인방문자(c),68.0
2022-09-10,천안시 동남구,외부방문자(b+c),213277.0
2022-09-10,천안시 동남구,외지인방문자(b),213210.0
2022-09-10,천안시 동남구,전체방문자(a+b+c),314753.0
2022-09-10,천안시 동남구,현지인방문자(a),101476.0
2022-09-10,천안시 서북구,외국인방문자(c),74.0
2022-09-10,천안시 서북구,외부방문자(b+c),152257.0
2022-09-10,천안시 서북구,외지인방문자(b),152184.0
2022-09-10,천안시 서북구,전체방문자(a+b+c),249669.0
2022-09-10,천안시 서북구,현지인방문자(a),97412.0
2022-09-11,천안시 동남구,외국인방문자(c),71.0
2022-09-11,천안시 동남구,외부방문자(b+c),177763.0
2022-09-11,천안시 동남구,외지인방문자(b),177692.0
2022-09-11,천안시 동남구,전체방문자(a+b+c),289325.0
2022-09-11,천안시 동남구,현지인방문자(a),111562.0
2022-09-11,천안시 서북구,외국인방문자(c),71.0
2022-09-11,천안시 서북구,외부방문자(b+c),123362.0
2022-09-11,천안시 서북구,외지인방문자(b),123291.0
2022-09-11,천안시 서북구,전체방문자(a+b+c),234781.0
2022-09-11,천안시 서북구,현지인방문자(a),111419.0
2022-09-12,천안시 동남구,외국인방문자(c),67.0
2022-09-12,천안시 동남구,외부방문자(b+c),151313.0
2022-09-12,천안시 동남구,외지인방문자(b),151246.0
2022-09-12,천안시 동남구,전체방문자(a+b+c),274667.0
2022-09-12,천안시 동남구,현지인방문자(a),123354.0
2022-09-12,천안시 서북구,외국인방문자(c),72.0
2022-09-12,천안시 서북구,외부방문자(b+c),107291.0
2022-09-12,천안시 서북구,외지인방문자(b),107219.0
2022-09-12,천안시 서북구,전체방문자(a+b+c),236185.0
2022-09-12,천안시 서북구,현지인방문자(a),128894.0
2022-09-13,천안시 동남구,외국인방문자(c),77.0
2022-09-13,천안시 동남구,외부방문자(b+c),126126.0
2022-09-13,천안시 동남구,외지인방문자(b),126049.0
2022-09-13,천안시 동남구,전체방문자(a+b+c),269031.0
2022-09-13,천안시 동남구,현지인방문자(a),142905.0
2022-09-13,천안시 서북구,외국인방문자(c),87.0
2022-09-13,천안시 서북구,외부방문자(b+c),99413.0
2022-09-13,천안시 서북구,외지인방문자(b),99326.0
2022-09-13,천안시 서북구,전체방문자(a+b+c),248272.0
2022-09-13,천안시 서북구,현지인방문자(a),148858.0
2022-09-14,천안시 동남구,외국인방문자(c),72.0
2022-09-14,천안시 동남구,외부방문자(b+c),124963.0
2022-09-14,천안시 동남구,외지인방문자(b),124890.0
2022-09-14,천안시 동남구,전체방문자(a+b+c),269054.0
2022-09-14,천안시 동남구,현지인방문자(a),144092.0
2022-09-14,천안시 서북구,외국인방문자(c),88.0
2022-09-14,천안시 서북구,외부방문자(b+c),102617.0
2022-09-14,천안시 서북구,외지인방문자(b),102529.0
2022-09-14,천안시 서북구,전체방문자(a+b+c),253404.0
2022-09-14,천안시 서북구,현지인방문자(a),150787.0
2022-09-15,천안시 동남구,외국인방문자(c),65.0
2022-09-15,천안시 동남구,외부방문자(b+c),129943.0
2022-09-15,천안시 동남구,외지인방문자(b),129878.0
2022-09-15,천안시 동남구,전체방문자(a+b+c),274083.0
2022-09-15,천안시 동남구,현지인방문자(a),144140.0
2022-09-15,천안시 서북구,외국인방문자(c),88.0
2022-09-15,천안시 서북구,외부방문자(b+c),106467.0
2022-09-15,천안시 서북구,외지인방문자(b),106379.0
2022-09-15,천안시 서북구,전체방문자(a+b+c),256838.0
2022-09-15,천안시 서북구,현지인방문자(a),150370.0
2022-09-16,천안시 동남구,외국인방문자(c),71.0
2022-09-16,천안시 동남구,외부방문자(b+c),131577.0
2022-09-16,천안시 동남구,외지인방문자(b),131506.0
2022-09-16,천안시 동남구,전체방문자(a+b+c),277383.0
2022-09-16,천안시 동남구,현지인방문자(a),145806.0
2022-09-16,천안시 서북구,외국인방문자(c),85.0
2022-09-16,천안시 서북구,외부방문자(b+c),112533.0
2022-09-16,천안시 서북구,외지인방문자(b),112448.0
2022-09-16,천안시 서북구,전체방문자(a+b+c),265364.0
2022-09-16,천안시 서북구,현지인방문자(a),152831.0
2022-09-17,천안시 동남구,외국인방문자(c),73.0
2022-09-17,천안시 동남구,외부방문자(b+c),163163.0
2022-09-17,천안시 동남구,외지인방문자(b),163090.0
2022-09-17,천안시 동남구,전체방문자(a+b+c),296614.0
2022-09-17,천안시 동남구,현지인방문자(a),133452.0
2022-09-17,천안시 서북구,외국인방문자(c),86.0
2022-09-17,천안시 서북구,외부방문자(b+c),135063.0
2022-09-17,천안시 서북구,외지인방문자(b),134978.0
2022-09-17,천안시 서북구,전체방문자(a+b+c),274293.0
2022-09-17,천안시 서북구,현지인방문자(a),139230.0
2022-09-18,천안시 동남구,외국인방문자(c),69.0
2022-09-18,천안시 동남구,외부방문자(b+c),146096.0
2022-09-18,천안시 동남구,외지인방문자(b),146027.0
2022-09-18,천안시 동남구,전체방문자(a+b+c),274410.0
2022-09-18,천안시 동남구,현지인방문자(a),128314.0
2022-09-18,천안시 서북구,외국인방문자(c),86.0
2022-09-18,천안시 서북구,외부방문자(b+c),115355.0
2022-09-18,천안시 서북구,외지인방문자(b),115269.0
2022-09-18,천안시 서북구,전체방문자(a+b+c),250423.0
2022-09-18,천안시 서북구,현지인방문자(a),135068.0
2022-09-19,천안시 동남구,외국인방문자(c),80.0
2022-09-19,천안시 동남구,외부방문자(b+c),128166.0
2022-09-19,천안시 동남구,외지인방문자(b),128086.0
2022-09-19,천안시 동남구,전체방문자(a+b+c),273006.0
2022-09-19,천안시 동남구,현지인방문자(a),144840.0
2022-09-19,천안시 서북구,외국인방문자(c),87.0
2022-09-19,천안시 서북구,외부방문자(b+c),105980.0
2022-09-19,천안시 서북구,외지인방문자(b),105892.0
2022-09-19,천안시 서북구,전체방문자(a+b+c),257040.0
2022-09-19,천안시 서북구,현지인방문자(a),151060.0
2022-09-20,천안시 동남구,외국인방문자(c),82.0
2022-09-20,천안시 동남구,외부방문자(b+c),134818.0
2022-09-20,천안시 동남구,외지인방문자(b),134736.0
2022-09-20,천안시 동남구,전체방문자(a+b+c),279571.0
2022-09-20,천안시 동남구,현지인방문자(a),144753.0
2022-09-20,천안시 서북구,외국인방문자(c),100.0
2022-09-20,천안시 서북구,외부방문자(b+c),110392.0
2022-09-20,천안시 서북구,외지인방문자(b),110292.0
2022-09-20,천안시 서북구,전체방문자(a+b+c),262306.0
2022-09-20,천안시 서북구,현지인방문자(a),151914.0
2022-09-21,천안시 동남구,외국인방문자(c),99.0
2022-09-21,천안시 동남구,외부방문자(b+c),136277.0
2022-09-21,천안시 동남구,외지인방문자(b),136178.0
2022-09-21,천안시 동남구,전체방문자(a+b+c),281471.0
2022-09-21,천안시 동남구,현지인방문자(a),145194.0
2022-09-21,천안시 서북구,외국인방문자(c),95.0
2022-09-21,천안시 서북구,외부방문자(b+c),117240.0
2022-09-21,천안시 서북구,외지인방문자(b),117145.0
2022-09-21,천안시 서북구,전체방문자(a+b+c),272048.0
2022-09-21,천안시 서북구,현지인방문자(a),154808.0
2022-09-22,천안시 동남구,외국인방문자(c),101.0
2022-09-22,천안시 동남구,외부방문자(b+c),137914.0
2022-09-22,천안시 동남구,외지인방문자(b),137812.0
2022-09-22,천안시 동남구,전체방문자(a+b+c),282362.0
2022-09-22,천안시 동남구,현지인방문자(a),144448.0
2022-09-22,천안시 서북구,외국인방문자(c),82.0
2022-09-22,천안시 서북구,외부방문자(b+c),115998.0
2022-09-22,천안시 서북구,외지인방문자(b),115916.0
2022-09-22,천안시 서북구,전체방문자(a+b+c),269417.0
2022-09-22,천안시 서북구,현지인방문자(a),153419.0
2022-09-23,천안시 동남구,외국인방문자(c),99.0
2022-09-23,천안시 동남구,외부방문자(b+c),141345.0
2022-09-23,천안시 동남구,외지인방문자(b),141246.0
2022-09-23,천안시 동남구,전체방문자(a+b+c),287337.0
2022-09-23,천안시 동남구,현지인방문자(a),145992.0
2022-09-23,천안시 서북구,외국인방문자(c),85.0
2022-09-23,천안시 서북구,외부방문자(b+c),120699.0
2022-09-23,천안시 서북구,외지인방문자(b),120614.0
2022-09-23,천안시 서북구,전체방문자(a+b+c),275210.0
2022-09-23,천안시 서북구,현지인방문자(a),154511.0
2022-09-24,천안시 동남구,외국인방문자(c),68.0
2022-09-24,천안시 동남구,외부방문자(b+c),170203.0
2022-09-24,천안시 동남구,외지인방문자(b),170135.0
2022-09-24,천안시 동남구,전체방문자(a+b+c),302786.0
2022-09-24,천안시 동남구,현지인방문자(a),132584.0
2022-09-24,천안시 서북구,외국인방문자(c),83.0
2022-09-24,천안시 서북구,외부방문자(b+c),149582.0
2022-09-24,천안시 서북구,외지인방문자(b),149499.0
2022-09-24,천안시 서북구,전체방문자(a+b+c),292207.0
2022-09-24,천안시 서북구,현지인방문자(a),142625.0
2022-09-25,천안시 동남구,외국인방문자(c),58.0
2022-09-25,천안시 동남구,외부방문자(b+c),155486.0
2022-09-25,천안시 동남구,외지인방문자(b),155428.0
