기준년월,기초지자체,중분류,소비액(천원)
20220914,천안시 동남구,관광기념품,36
20220915,천안시 동남구,호텔,100
20220915,천안시 동남구,콘도,33104
20220915,천안시 동남구,기타숙박,2744
20220915,천안시 동남구,관광기념품,5550
20220915,천안시 동남구,레저용품쇼핑,6668
20220915,천안시 동남구,대형쇼핑몰,41493
20220915,천안시 동남구,관광유원시설,311
20220915,천안시 동남구,골프장,19541
20220915,천안시 동남구,기타레저,0
20220915,천안시 동남구,문화서비스,1042
20220915,천안시 동남구,식음료,112458
20220916,천안시 동남구,관광기념품,331
20220917,천안시 동남구,렌터카,294
20220918,천안시 동남구,호텔,250
20220918,천안시 동남구,렌터카,0
20220919,천안시 동남구,렌터카,0
20220920,천안시 동남구,호텔,150
20220920,천안시 동남구,캠핑장/펜션,0
20220920,천안시 동남구,관광기념품,76
20220920,천안시 동남구,렌터카,0
20220921,천안시 동남구,호텔,50
20220922,천안시 동남구,호텔,20
20220922,천안시 동남구,관광기념품,59
20220923,천안시 동남구,호텔,145
20220923,천안시 동남구,렌터카,2080
20220923,천안시 동남구,관광유원시설,311
20220924,천안시 동남구,렌터카,0
20220925,천안시 동남구,호텔,0
20220926,천안시 동남구,호텔,40
20220926,천안시 동남구,관광기념품,203
20220926,천안시 동남구,관광유원시설,415
20220927,천안시 동남구,관광유원시설,187
20220928,천안시 동남구,렌터카,0
20220928,천안시 동남구,관광유원시설,172
20220929,천안시 동남구,호텔,50
20220929,천안시 동남구,관광기념품,114
20220929,천안시 동남구,관광유원시설,497
20220930,천안시 동남구,호텔,100
20220930,천안시 동남구,관광기념품,171
20220930,천안시 동남구,관광유원시설,261
20221001,천안시 동남구,관광총소비,779503
20221002,천안시 동남구,관광총소비,836318
20221003,천안시 동남구,관광총소비,697338
20221004,천안시 동남구,관광총소비,412676
20221005,천안시 동남구,관광총소비,459776
20221006,천안시 동남구,관광총소비,446986
20221007,천안시 동남구,관광총소비,573164
20221008,천안시 동남구,관광총소비,846823
20221009,천안시 동남구,관광총소비,804221
20221010,천안시 동남구,관광총소비,735529
20221011,천안시 동남구,관광총소비,464018
20221012,천안시 동남구,관광총소비,465870
20221013,천안시 동남구,관광총소비,510898
20221014,천안시 동남구,관광총소비,547127
20221015,천안시 동남구,관광총소비,809701
20221016,천안시 동남구,관광총소비,752060
20221017,천안시 동남구,관광총소비,342614
20221018,천안시 동남구,관광총소비,451231
20221019,천안시 동남구,관광총소비,501177
20221020,천안시 동남구,관광총소비,516554
20221021,천안시 동남구,관광총소비,559113
20221022,천안시 동남구,관광총소비,906226
20221023,천안시 동남구,관광총소비,819121
20221024,천안시 동남구,관광총소비,442479
20221025,천안시 동남구,관광총소비,468898
20221026,천안시 동남구,관광총소비,450465
20221027,천안시 동남구,관광총소비,469307
20221028,천안시 동남구,관광총소비,615596
20221029,천안시 동남구,관광총소비,959936
20221030,천안시 동남구,관광총소비,862538
20221031,천안시 동남구,관광총소비,467984
20221001,천안시 동남구,호텔,910
20221001,천안시 동남구,콘도,15798
20221001,천안시 동남구,캠핑장/펜션,262
20221001,천안시 동남구,기타숙박,8664
20221001,천안시 동남구,관광기념품,867
20221001,천안시 동남구,레저용품쇼핑,36253
20221001,천안시 동남구,대형쇼핑몰,234056
20221001,천안시 동남구,관광유원시설,947
20221001,천안시 동남구,골프장,65641
20221001,천안시 동남구,기타레저,5019
20221001,천안시 동남구,문화서비스,5080
20221001,천안시 동남구,식음료,405602
20221002,천안시 동남구,호텔,380
20221002,천안시 동남구,콘도,30521
20221002,천안시 동남구,캠핑장/펜션,496
20221002,천안시 동남구,기타숙박,8830
20221002,천안시 동남구,관광기념품,776
20221002,천안시 동남구,레저용품쇼핑,26140
20221002,천안시 동남구,대형쇼핑몰,277187
20221002,천안시 동남구,관광유원시설,916
20221002,천안시 동남구,골프장,71318
20221002,천안시 동남구,기타레저,4142
20221002,천안시 동남구,문화서비스,7676
20221002,천안시 동남구,식음료,407937
20221003,천안시 동남구,호텔,255
20221003,천안시 동남구,콘도,24916
20221003,천안시 동남구,캠핑장/펜션,367
20221003,천안시 동남구,기타숙박,5857
20221003,천안시 동남구,관광기념품,302
20221003,천안시 동남구,레저용품쇼핑,20841
20221003,천안시 동남구,대형쇼핑몰,268480
20221003,천안시 동남구,골프장,43529
20221003,천안시 동남구,기타레저,4589
20221003,천안시 동남구,문화서비스,5852
20221003,천안시 동남구,식음료,320379
20221004,천안시 동남구,콘도,2056
20221004,천안시 동남구,캠핑장/펜션,65
20221004,천안시 동남구,기타숙박,7650
20221004,천안시 동남구,레저용품쇼핑,13615
20221004,천안시 동남구,대형쇼핑몰,105451
20221004,천안시 동남구,골프장,35404
20221004,천안시 동남구,기타레저,1851
20221004,천안시 동남구,문화서비스,2190
20221004,천안시 동남구,식음료,243824
20221005,천안시 동남구,호텔,335
20221005,천안시 동남구,콘도,1308
20221005,천안시 동남구,캠핑장/펜션,82
20221005,천안시 동남구,기타숙박,7391
20221005,천안시 동남구,관광기념품,116
20221005,천안시 동남구,레저용품쇼핑,22934
20221005,천안시 동남구,대형쇼핑몰,106904
20221005,천안시 동남구,골프장,56638
20221005,천안시 동남구,기타레저,2196
20221005,천안시 동남구,문화서비스,1230
20221005,천안시 동남구,식음료,260543
20221006,천안시 동남구,호텔,330
20221006,천안시 동남구,콘도,1562
20221006,천안시 동남구,기타숙박,4057
20221006,천안시 동남구,레저용품쇼핑,21936
20221006,천안시 동남구,대형쇼핑몰,106179
20221006,천안시 동남구,골프장,43704
20221006,천안시 동남구,기타레저,1456
20221006,천안시 동남구,문화서비스,1506
20221006,천안시 동남구,식음료,266152
20221007,천안시 동남구,콘도,4932
20221007,천안시 동남구,캠핑장/펜션,297
20221007,천안시 동남구,기타숙박,9231
20221007,천안시 동남구,관광기념품,534
20221007,천안시 동남구,레저용품쇼핑,19829
20221007,천안시 동남구,대형쇼핑몰,185750
20221007,천안시 동남구,골프장,49410
20221007,천안시 동남구,기타레저,1715
20221007,천안시 동남구,문화서비스,2251
20221007,천안시 동남구,식음료,298852
20221008,천안시 동남구,호텔,798
20221008,천안시 동남구,콘도,14491
20221008,천안시 동남구,캠핑장/펜션,305
20221008,천안시 동남구,기타숙박,7805
20221008,천안시 동남구,관광기념품,453
20221008,천안시 동남구,레저용품쇼핑,29550
20221008,천안시 동남구,대형쇼핑몰,300432
20221008,천안시 동남구,관광유원시설,810
20221008,천안시 동남구,골프장,57154
20221008,천안시 동남구,기타레저,3605
20221008,천안시 동남구,문화서비스,3731
20221008,천안시 동남구,식음료,427688
20221009,천안시 동남구,호텔,370
20221009,천안시 동남구,콘도,25922
20221009,천안시 동남구,캠핑장/펜션,449
20221009,천안시 동남구,기타숙박,10432
20221009,천안시 동남구,관광기념품,731
20221009,천안시 동남구,레저용품쇼핑,25163
20221009,천안시 동남구,대형쇼핑몰,278601
20221009,천안시 동남구,관광유원시설,796
20221009,천안시 동남구,골프장,48339
20221009,천안시 동남구,기타레저,6602
20221009,천안시 동남구,문화서비스,5940
20221009,천안시 동남구,식음료,400876
20221010,천안시 동남구,콘도,22340
20221010,천안시 동남구,캠핑장/펜션,137
20221010,천안시 동남구,기타숙박,3964
20221010,천안시 동남구,레저용품쇼핑,27347
20221010,천안시 동남구,대형쇼핑몰,283154
20221010,천안시 동남구,골프장,54630
20221010,천안시 동남구,기타레저,4637
20221010,천안시 동남구,문화서비스,5799
20221010,천안시 동남구,식음료,332508
20221011,천안시 동남구,호텔,300
20221011,천안시 동남구,콘도,1204
20221011,천안시 동남구,캠핑장/펜션,116
20221011,천안시 동남구,기타숙박,7457
20221011,천안시 동남구,레저용품쇼핑,18006
20221011,천안시 동남구,대형쇼핑몰,126981
20221011,천안시 동남구,골프장,55975
20221011,천안시 동남구,기타레저,1722
20221011,천안시 동남구,문화서비스,1400
20221011,천안시 동남구,식음료,249971
20221012,천안시 동남구,호텔,535
20221012,천안시 동남구,캠핑장/펜션,21
20221012,천안시 동남구,기타숙박,7623
20221012,천안시 동남구,관광기념품,158
20221012,천안시 동남구,레저용품쇼핑,17426
20221012,천안시 동남구,대형쇼핑몰,109427
20221012,천안시 동남구,골프장,55556
20221012,천안시 동남구,기타레저,3011
20221012,천안시 동남구,문화서비스,1229
20221012,천안시 동남구,식음료,270330
20221013,천안시 동남구,콘도,2756
20221013,천안시 동남구,기타숙박,7443
20221013,천안시 동남구,관광기념품,119
20221013,천안시 동남구,레저용품쇼핑,20673
20221013,천안시 동남구,대형쇼핑몰,140715
20221013,천안시 동남구,골프장,59795
20221013,천안시 동남구,기타레저,1330
20221013,천안시 동남구,문화서비스,1562
20221013,천안시 동남구,식음료,275941
20221014,천안시 동남구,호텔,295
20221014,천안시 동남구,콘도,4234
20221014,천안시 동남구,캠핑장/펜션,1958
20221014,천안시 동남구,기타숙박,6876
20221014,천안시 동남구,관광기념품,1821
20221014,천안시 동남구,레저용품쇼핑,26502
20221014,천안시 동남구,대형쇼핑몰,153880
20221014,천안시 동남구,골프장,48832
20221014,천안시 동남구,기타레저,1410
20221014,천안시 동남구,문화서비스,1555
20221014,천안시 동남구,식음료,299314
20221015,천안시 동남구,호텔,665
20221015,천안시 동남구,콘도,13933
20221015,천안시 동남구,캠핑장/펜션,305
20221015,천안시 동남구,기타숙박,9469
20221015,천안시 동남구,관광기념품,448
20221015,천안시 동남구,레저용품쇼핑,30269
20221015,천안시 동남구,대형쇼핑몰,269948
20221015,천안시 동남구,관광유원시설,1600
20221015,천안시 동남구,골프장,54294
20221015,천안시 동남구,기타레저,3245
20221015,천안시 동남구,문화서비스,4068
20221015,천안시 동남구,식음료,421456
20221016,천안시 동남구,호텔,530
20221016,천안시 동남구,콘도,19103
20221016,천안시 동남구,캠핑장/펜션,218
20221016,천안시 동남구,기타숙박,5800
20221016,천안시 동남구,관광기념품,707
20221016,천안시 동남구,레저용품쇼핑,30717
20221016,천안시 동남구,대형쇼핑몰,258865
20221016,천안시 동남구,골프장,54802
20221016,천안시 동남구,기타레저,3532
20221016,천안시 동남구,문화서비스,4080
20221016,천안시 동남구,식음료,373110
20221017,천안시 동남구,호텔,270
20221017,천안시 동남구,콘도,2956
20221017,천안시 동남구,기타숙박,7136
20221017,천안시 동남구,관광기념품,3486
20221017,천안시 동남구,레저용품쇼핑,15332
20221017,천안시 동남구,대형쇼핑몰,30327
20221017,천안시 동남구,골프장,36816
20221017,천안시 동남구,기타레저,713
20221017,천안시 동남구,문화서비스,1982
20221017,천안시 동남구,식음료,243142
20221018,천안시 동남구,콘도,1522
20221018,천안시 동남구,기타숙박,12656
20221018,천안시 동남구,레저용품쇼핑,13924
20221018,천안시 동남구,대형쇼핑몰,129732
20221018,천안시 동남구,골프장,39328
20221018,천안시 동남구,기타레저,1046
20221018,천안시 동남구,문화서비스,1098
20221018,천안시 동남구,식음료,251499
20221019,천안시 동남구,콘도,807
20221019,천안시 동남구,기타숙박,6427
20221019,천안시 동남구,레저용품쇼핑,17122
20221019,천안시 동남구,대형쇼핑몰,160145
20221019,천안시 동남구,골프장,50360
20221019,천안시 동남구,기타레저,1733
20221019,천안시 동남구,문화서비스,1496
20221019,천안시 동남구,식음료,262707
20221020,천안시 동남구,콘도,1595
20221020,천안시 동남구,캠핑장/펜션,212
20221020,천안시 동남구,기타숙박,6455
20221020,천안시 동남구,레저용품쇼핑,26455
20221020,천안시 동남구,대형쇼핑몰,153201
20221020,천안시 동남구,골프장,52267
20221020,천안시 동남구,기타레저,1263
20221020,천안시 동남구,문화서비스,1733
20221020,천안시 동남구,식음료,272254
20221020,천안시 동남구,관광기념품,270
20221021,천안시 동남구,콘도,5490
20221021,천안시 동남구,캠핑장/펜션,275
20221021,천안시 동남구,기타숙박,7487
20221021,천안시 동남구,관광기념품,197
20221021,천안시 동남구,레저용품쇼핑,23526
20221021,천안시 동남구,대형쇼핑몰,178431
20221021,천안시 동남구,골프장,42705
20221021,천안시 동남구,기타레저,1869
20221021,천안시 동남구,문화서비스,2100
20221021,천안시 동남구,식음료,296144
20221022,천안시 동남구,호텔,520
20221022,천안시 동남구,콘도,10049
20221022,천안시 동남구,캠핑장/펜션,479
20221022,천안시 동남구,기타숙박,9062
20221022,천안시 동남구,관광기념품,451
20221022,천안시 동남구,레저용품쇼핑,39592
20221022,천안시 동남구,대형쇼핑몰,332383
20221022,천안시 동남구,골프장,63045
20221022,천안시 동남구,기타레저,3970
20221022,천안시 동남구,문화서비스,3811
20221022,천안시 동남구,식음료,441445
20221023,천안시 동남구,콘도,13757
20221023,천안시 동남구,캠핑장/펜션,134
20221023,천안시 동남구,기타숙박,6606
20221023,천안시 동남구,관광기념품,1825
20221023,천안시 동남구,레저용품쇼핑,24597
20221023,천안시 동남구,대형쇼핑몰,303076
20221023,천안시 동남구,골프장,57728
20221023,천안시 동남구,기타레저,2956
20221023,천안시 동남구,문화서비스,4287
20221023,천안시 동남구,식음료,402894
20221024,천안시 동남구,호텔,355
20221024,천안시 동남구,콘도,1648
20221024,천안시 동남구,캠핑장/펜션,108
20221024,천안시 동남구,기타숙박,8683
20221024,천안시 동남구,레저용품쇼핑,27222
20221024,천안시 동남구,대형쇼핑몰,122981
20221024,천안시 동남구,골프장,30726
20221024,천안시 동남구,기타레저,1004
20221024,천안시 동남구,문화서비스,1607
20221024,천안시 동남구,식음료,246110
20221025,천안시 동남구,기타숙박,6825
20221025,천안시 동남구,관광기념품,403
20221025,천안시 동남구,레저용품쇼핑,15513
20221025,천안시 동남구,대형쇼핑몰,130199
20221025,천안시 동남구,골프장,44753
20221025,천안시 동남구,기타레저,1224
20221025,천안시 동남구,문화서비스,1232
20221025,천안시 동남구,식음료,267617
20221026,천안시 동남구,콘도,1407
20221026,천안시 동남구,캠핑장/펜션,42
20221026,천안시 동남구,기타숙박,6512
20221026,천안시 동남구,관광기념품,384
20221026,천안시 동남구,레저용품쇼핑,20199
20221026,천안시 동남구,대형쇼핑몰,101759
20221026,천안시 동남구,골프장,41874
20221026,천안시 동남구,기타레저,1069
20221026,천안시 동남구,문화서비스,1383
20221026,천안시 동남구,식음료,275576
20221027,천안시 동남구,호텔,632
20221027,천안시 동남구,콘도,11793
20221027,천안시 동남구,캠핑장/펜션,138
20221027,천안시 동남구,기타숙박,6250
20221027,천안시 동남구,관광기념품,390
20221027,천안시 동남구,레저용품쇼핑,19558
20221027,천안시 동남구,대형쇼핑몰,88259
20221027,천안시 동남구,관광유원시설,1161
20221027,천안시 동남구,골프장,46892
20221027,천안시 동남구,기타레저,1553
20221027,천안시 동남구,문화서비스,951
20221027,천안시 동남구,식음료,291730
20221028,천안시 동남구,콘도,3023
20221028,천안시 동남구,캠핑장/펜션,444
20221028,천안시 동남구,기타숙박,8058
20221028,천안시 동남구,관광기념품,521
20221028,천안시 동남구,레저용품쇼핑,23900
20221028,천안시 동남구,대형쇼핑몰,200934
20221028,천안시 동남구,관광유원시설,507
20221028,천안시 동남구,골프장,45711
20221028,천안시 동남구,기타레저,1983
20221028,천안시 동남구,문화서비스,2007
20221028,천안시 동남구,식음료,328483
20221029,천안시 동남구,호텔,880
20221029,천안시 동남구,콘도,16153
20221029,천안시 동남구,캠핑장/펜션,284
20221029,천안시 동남구,기타숙박,6960
20221029,천안시 동남구,관광기념품,1250
20221029,천안시 동남구,레저용품쇼핑,28837
20221029,천안시 동남구,대형쇼핑몰,383361
20221029,천안시 동남구,골프장,49278
20221029,천안시 동남구,기타레저,4708
20221029,천안시 동남구,문화서비스,3760
20221029,천안시 동남구,식음료,462886
20221030,천안시 동남구,호텔,405
20221030,천안시 동남구,콘도,16844
20221030,천안시 동남구,캠핑장/펜션,389
20221030,천안시 동남구,기타숙박,5800
20221030,천안시 동남구,관광기념품,592
20221030,천안시 동남구,레저용품쇼핑,26423
20221030,천안시 동남구,대형쇼핑몰,340029
20221030,천안시 동남구,골프장,53362
20221030,천안시 동남구,기타레저,3170
20221030,천안시 동남구,문화서비스,3257
20221030,천안시 동남구,식음료,411519
20221031,천안시 동남구,콘도,8906
20221031,천안시 동남구,캠핑장/펜션,84
20221031,천안시 동남구,기타숙박,8241
20221031,천안시 동남구,레저용품쇼핑,12107
20221031,천안시 동남구,대형쇼핑몰,138584
20221031,천안시 동남구,골프장,36634
20221031,천안시 동남구,기타레저,1109
20221031,천안시 동남구,문화서비스,1204
20221031,천안시 동남구,식음료,259771
20221001,천안시 동남구,렌터카,405
20221002,천안시 동남구,렌터카,0
20221003,천안시 동남구,렌터카,0
20221003,천안시 동남구,관광유원시설,1971
20221004,천안시 동남구,호텔,110
20221004,천안시 동남구,관광기념품,34
20221004,천안시 동남구,관광유원시설,427
20221005,천안시 동남구,관광유원시설,99
20221006,천안시 동남구,렌터카,0
20221006,천안시 동남구,관광기념품,30
20221006,천안시 동남구,관광유원시설,74
20221007,천안시 동남구,호텔,190
20221007,천안시 동남구,관광유원시설,173
20221010,천안시 동남구,호텔,150
20221010,천안시 동남구,관광기념품,266
20221010,천안시 동남구,관광유원시설,596
20221010,천안시 동남구,렌터카,0
20221011,천안시 동남구,렌터카,360
20221011,천안시 동남구,관광기념품,69
20221011,천안시 동남구,관광유원시설,458
20221012,천안시 동남구,콘도,374
20221012,천안시 동남구,렌터카,0
20221012,천안시 동남구,관광유원시설,181
20221013,천안시 동남구,호텔,100
20221013,천안시 동남구,렌터카,0
20221013,천안시 동남구,관광유원시설,464
20221014,천안시 동남구,렌터카,0
20221014,천안시 동남구,관광유원시설,450
20221015,천안시 동남구,렌터카,0
20221016,천안시 동남구,관광유원시설,594
20221017,천안시 동남구,렌터카,0
20221017,천안시 동남구,관광유원시설,455
20221018,천안시 동남구,호텔,100
20221018,천안시 동남구,관광기념품,165
20221018,천안시 동남구,관광유원시설,161
20221019,천안시 동남구,호텔,90
20221019,천안시 동남구,렌터카,74
20221019,천안시 동남구,관광기념품,0
20221019,천안시 동남구,관광유원시설,215
20221020,천안시 동남구,호텔,105
20221020,천안시 동남구,렌터카,0
20221020,천안시 동남구,관광유원시설,745
20221021,천안시 동남구,호텔,250
20221021,천안시 동남구,렌터카,121
20221021,천안시 동남구,관광유원시설,518
20221022,천안시 동남구,렌터카,0
20221022,천안시 동남구,관광유원시설,1419
20221023,천안시 동남구,호텔,175
20221023,천안시 동남구,렌터카,4
20221023,천안시 동남구,관광유원시설,1082
20221024,천안시 동남구,렌터카,246
20221024,천안시 동남구,관광기념품,237
20221024,천안시 동남구,관광유원시설,1552
20221025,천안시 동남구,호텔,50
20221025,천안시 동남구,콘도,591
20221025,천안시 동남구,렌터카,154
20221025,천안시 동남구,관광유원시설,338
20221026,천안시 동남구,호텔,60
20221026,천안시 동남구,렌터카,0
20221026,천안시 동남구,관광유원시설,200
20221026,천안시 동남구,여행업,0
20221027,천안시 동남구,여행업,0
20221028,천안시 동남구,호텔,25
20221028,천안시 동남구,렌터카,0
20221029,천안시 동남구,렌터카,75
20221029,천안시 동남구,관광유원시설,1503
20221030,천안시 동남구,렌터카,50
20221030,천안시 동남구,관광유원시설,696
20221031,천안시 동남구,호텔,215
20221031,천안시 동남구,렌터카,0
20221031,천안시 동남구,관광기념품,665
20221031,천안시 동남구,관광유원시설,464
20221101,천안시 동남구,관광총소비,446372
20221102,천안시 동남구,관광총소비,467848
20221103,천안시 동남구,관광총소비,445501
20221104,천안시 동남구,관광총소비,516438
20221105,천안시 동남구,관광총소비,872940
20221106,천안시 동남구,관광총소비,848776
20221107,천안시 동남구,관광총소비,419468
20221108,천안시 동남구,관광총소비,447867
20221109,천안시 동남구,관광총소비,510280
20221110,천안시 동남구,관광총소비,476790
20221111,천안시 동남구,관광총소비,645504
20221112,천안시 동남구,관광총소비,826808
20221113,천안시 동남구,관광총소비,830507
20221114,천안시 동남구,관광총소비,350875
20221115,천안시 동남구,관광총소비,436878
20221116,천안시 동남구,관광총소비,457746
20221117,천안시 동남구,관광총소비,432163
20221118,천안시 동남구,관광총소비,567945
20221119,천안시 동남구,관광총소비,797680
20221120,천안시 동남구,관광총소비,762788
20221121,천안시 동남구,관광총소비,396869
20221122,천안시 동남구,관광총소비,454153
20221123,천안시 동남구,관광총소비,411905
20221124,천안시 동남구,관광총소비,439888
20221125,천안시 동남구,관광총소비,501323
20221126,천안시 동남구,관광총소비,815943
20221127,천안시 동남구,관광총소비,759194
20221128,천안시 동남구,관광총소비,394937
20221129,천안시 동남구,관광총소비,442834
20221130,천안시 동남구,관광총소비,463981
20221101,천안시 동남구,콘도,2055
20221101,천안시 동남구,기타숙박,7691
20221101,천안시 동남구,레저용품쇼핑,9904
20221101,천안시 동남구,대형쇼핑몰,110945
20221101,천안시 동남구,골프장,41042
20221101,천안시 동남구,기타레저,1829
20221101,천안시 동남구,문화서비스,1148
20221101,천안시 동남구,식음료,271216
20221102,천안시 동남구,호텔,260
20221102,천안시 동남구,콘도,1521
20221102,천안시 동남구,캠핑장/펜션,176
20221102,천안시 동남구,기타숙박,7148
20221102,천안시 동남구,관광기념품,314
20221102,천안시 동남구,레저용품쇼핑,15971
20221102,천안시 동남구,대형쇼핑몰,118530
20221102,천안시 동남구,골프장,45036
20221102,천안시 동남구,기타레저,3140
20221102,천안시 동남구,문화서비스,1113
20221102,천안시 동남구,식음료,274099
20221103,천안시 동남구,콘도,2228
20221103,천안시 동남구,캠핑장/펜션,49
20221103,천안시 동남구,기타숙박,5468
20221103,천안시 동남구,관광기념품,433
20221103,천안시 동남구,레저용품쇼핑,24085
20221103,천안시 동남구,대형쇼핑몰,91737
20221103,천안시 동남구,골프장,43447
20221103,천안시 동남구,기타레저,1616
20221103,천안시 동남구,문화서비스,1146
20221103,천안시 동남구,식음료,274788
20221104,천안시 동남구,콘도,4873
20221104,천안시 동남구,캠핑장/펜션,324
20221104,천안시 동남구,기타숙박,5897
20221104,천안시 동남구,관광기념품,5864
20221104,천안시 동남구,레저용품쇼핑,20899
20221104,천안시 동남구,대형쇼핑몰,142576
20221104,천안시 동남구,골프장,46226
20221104,천안시 동남구,기타레저,1527
20221104,천안시 동남구,문화서비스,1186
20221104,천안시 동남구,식음료,285912
20221105,천안시 동남구,호텔,1405
20221105,천안시 동남구,콘도,20244
20221105,천안시 동남구,캠핑장/펜션,2144
20221105,천안시 동남구,기타숙박,10398
20221105,천안시 동남구,관광기념품,540
20221105,천안시 동남구,레저용품쇼핑,42527
20221105,천안시 동남구,대형쇼핑몰,292429
20221105,천안시 동남구,골프장,52250
20221105,천안시 동남구,기타레저,5849
20221105,천안시 동남구,문화서비스,3633
20221105,천안시 동남구,식음료,440632
20221106,천안시 동남구,호텔,510
20221106,천안시 동남구,콘도,14940
20221106,천안시 동남구,캠핑장/펜션,262
20221106,천안시 동남구,기타숙박,4957
20221106,천안시 동남구,관광기념품,893
20221106,천안시 동남구,레저용품쇼핑,24279
20221106,천안시 동남구,대형쇼핑몰,358224
20221106,천안시 동남구,골프장,49538
20221106,천안시 동남구,기타레저,3530
20221106,천안시 동남구,문화서비스,2822
20221106,천안시 동남구,식음료,388025
20221107,천안시 동남구,콘도,4256
20221107,천안시 동남구,캠핑장/펜션,67
20221107,천안시 동남구,기타숙박,7244
20221107,천안시 동남구,렌터카,1218
20221107,천안시 동남구,레저용품쇼핑,15181
20221107,천안시 동남구,대형쇼핑몰,106253
20221107,천안시 동남구,골프장,36524
20221107,천안시 동남구,기타레저,1423
20221107,천안시 동남구,문화서비스,865
20221107,천안시 동남구,식음료,245824
20221108,천안시 동남구,콘도,2455
20221108,천안시 동남구,캠핑장/펜션,100
20221108,천안시 동남구,기타숙박,7394
20221108,천안시 동남구,관광기념품,274
20221108,천안시 동남구,레저용품쇼핑,10751
20221108,천안시 동남구,대형쇼핑몰,123906
20221108,천안시 동남구,골프장,33539
20221108,천안시 동남구,기타레저,1303
20221108,천안시 동남구,문화서비스,1239
20221108,천안시 동남구,식음료,266008
20221109,천안시 동남구,호텔,354
20221109,천안시 동남구,콘도,34331
20221109,천안시 동남구,기타숙박,8007
20221109,천안시 동남구,레저용품쇼핑,11085
20221109,천안시 동남구,대형쇼핑몰,142130
20221109,천안시 동남구,골프장,39843
20221109,천안시 동남구,기타레저,1518
20221109,천안시 동남구,문화서비스,1867
20221109,천안시 동남구,식음료,270945
20221110,천안시 동남구,콘도,2289
20221110,천안시 동남구,기타숙박,5672
20221110,천안시 동남구,레저용품쇼핑,10542
20221110,천안시 동남구,대형쇼핑몰,128393
20221110,천안시 동남구,골프장,49905
20221110,천안시 동남구,기타레저,1409
20221110,천안시 동남구,문화서비스,2450
20221110,천안시 동남구,식음료,275472
20221111,천안시 동남구,호텔,485
20221111,천안시 동남구,콘도,4004
20221111,천안시 동남구,캠핑장/펜션,123
20221111,천안시 동남구,기타숙박,7206
20221111,천안시 동남구,관광기념품,278
20221111,천안시 동남구,레저용품쇼핑,25063
20221111,천안시 동남구,대형쇼핑몰,253020
20221111,천안시 동남구,골프장,43536
20221111,천안시 동남구,기타레저,1956
20221111,천안시 동남구,문화서비스,1835
20221111,천안시 동남구,식음료,307681
20221112,천안시 동남구,호텔,645
20221112,천안시 동남구,콘도,14286
20221112,천안시 동남구,캠핑장/펜션,274
20221112,천안시 동남구,기타숙박,9042
20221112,천안시 동남구,관광기념품,875
20221112,천안시 동남구,레저용품쇼핑,29249
20221112,천안시 동남구,대형쇼핑몰,302773
20221112,천안시 동남구,골프장,45780
20221112,천안시 동남구,기타레저,4662
20221112,천안시 동남구,문화서비스,5098
20221112,천안시 동남구,식음료,412943
20221113,천안시 동남구,콘도,24938
20221113,천안시 동남구,캠핑장/펜션,285
20221113,천안시 동남구,기타숙박,4454
20221113,천안시 동남구,관광기념품,482
20221113,천안시 동남구,레저용품쇼핑,17880
20221113,천안시 동남구,대형쇼핑몰,348853
20221113,천안시 동남구,관광유원시설,978
20221113,천안시 동남구,골프장,63134
20221113,천안시 동남구,기타레저,3895
20221113,천안시 동남구,문화서비스,5687
20221113,천안시 동남구,식음료,359871
20221114,천안시 동남구,호텔,280
20221114,천안시 동남구,콘도,4511
20221114,천안시 동남구,기타숙박,12465
20221114,천안시 동남구,레저용품쇼핑,17466
20221114,천안시 동남구,대형쇼핑몰,43996
20221114,천안시 동남구,골프장,33078
20221114,천안시 동남구,기타레저,1020
20221114,천안시 동남구,문화서비스,1960
20221114,천안시 동남구,식음료,235534
20221115,천안시 동남구,호텔,470
20221115,천안시 동남구,콘도,987
20221115,천안시 동남구,기타숙박,6552
20221115,천안시 동남구,레저용품쇼핑,12439
20221115,천안시 동남구,대형쇼핑몰,119372
20221115,천안시 동남구,골프장,41376
20221115,천안시 동남구,기타레저,1146
20221115,천안시 동남구,문화서비스,1520
20221115,천안시 동남구,식음료,252736
20221116,천안시 동남구,호텔,295
20221116,천안시 동남구,콘도,1114
20221116,천안시 동남구,기타숙박,7029
20221116,천안시 동남구,레저용품쇼핑,13950
20221116,천안시 동남구,대형쇼핑몰,126062
20221116,천안시 동남구,골프장,35480
20221116,천안시 동남구,기타레저,1639
20221116,천안시 동남구,문화서비스,2851
20221116,천안시 동남구,식음료,268935
20221117,천안시 동남구,호텔,500
20221117,천안시 동남구,콘도,2522
20221117,천안시 동남구,캠핑장/펜션,161
20221117,천안시 동남구,기타숙박,8295
20221117,천안시 동남구,레저용품쇼핑,13498
20221117,천안시 동남구,대형쇼핑몰,87745
20221117,천안시 동남구,골프장,38981
20221117,천안시 동남구,기타레저,1362
20221117,천안시 동남구,문화서비스,2609
20221117,천안시 동남구,식음료,276208
20221118,천안시 동남구,호텔,310
20221118,천안시 동남구,콘도,6532
20221118,천안시 동남구,캠핑장/펜션,166
20221118,천안시 동남구,기타숙박,7753
20221118,천안시 동남구,관광기념품,538
20221118,천안시 동남구,레저용품쇼핑,13826
20221118,천안시 동남구,대형쇼핑몰,192316
20221118,천안시 동남구,골프장,45749
20221118,천안시 동남구,기타레저,1938
