정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명,Coordinates,Within 1km
CAB285000850,신방초원아파트후문,36.7879761,127.1285709,2023-10-16,850.0,34010,충청남도 천안시,천안,"(36.7879761, 127.1285709)",No
CAB285000851,신방초원아파트,36.78729211,127.12431111,2023-10-16,851.0,34010,충청남도 천안시,천안,"(36.78729211, 127.12431111)",No
CAB285000852,신촌초등학교,36.7864263,127.12325741,2023-10-16,852.0,34010,충청남도 천안시,천안,"(36.7864263, 127.12325741)",No
CAB285000853,삼일원앙아파트,36.78883795,127.11888408,2023-10-16,853.0,34010,충청남도 천안시,천안,"(36.78883795, 127.11888408)",No
CAB285000854,쌍용고입구,36.79023545,127.11699722,2023-10-16,854.0,34010,충청남도 천안시,천안,"(36.79023545, 127.11699722)",No
CAB285000855,쌍용고입구,36.79054961,127.11675408,2023-10-16,855.0,34010,충청남도 천안시,천안,"(36.79054961, 127.11675408)",No
CAB285000856,월봉대우아파트,36.79516463,127.11475074,2023-10-16,856.0,34010,충청남도 천안시,천안,"(36.79516463, 127.11475074)",No
CAB285000857,월봉5차현대아파트,36.79577635,127.11463627,2023-10-16,857.0,34010,충청남도 천안시,천안,"(36.79577635, 127.11463627)",No
CAB285000858,월봉벽산아파트,36.79817587,127.11484665,2023-10-16,858.0,34010,충청남도 천안시,천안,"(36.79817587, 127.11484665)",No
CAB285000859,월봉벽산아파트,36.79859296,127.11513408,2023-10-16,859.0,34010,충청남도 천안시,천안,"(36.79859296, 127.11513408)",No
CAB285000860,쌍용도서관,36.80043899,127.11513943,2023-10-16,860.0,34010,충청남도 천안시,천안,"(36.80043899, 127.11513943)",No
CAB285000861,월봉청솔아파트,36.80130127,127.11628741,2023-10-16,861.0,34010,충청남도 천안시,천안,"(36.80130127, 127.11628741)",No
CAB285000862,용암마을,36.80091465,127.11944907,2023-10-16,862.0,34010,충청남도 천안시,천안,"(36.80091465, 127.11944907)",No
CAB285002166,충남평생교육원,36.77077632,127.20603741,2023-10-16,2166.0,34010,충청남도 천안시,천안,"(36.77077632, 127.20603741)",No
CAB285002167,백자2리,36.71078639,127.27398704,2023-10-16,2167.0,34010,충청남도 천안시,천안,"(36.71078639, 127.27398704)",No
CAB285002169,남관3리,36.75860773,127.11151553,2023-10-16,2169.0,34010,충청남도 천안시,천안,"(36.75860773, 127.11151553)",No
CAB285002172,지장2리,36.665661,127.0757593,2023-10-16,2172.0,34010,충청남도 천안시,천안,"(36.665661, 127.0757593)",No
CAB285002173,지장2리,36.66546843,127.07553079,2023-10-16,2173.0,34010,충청남도 천안시,천안,"(36.66546843, 127.07553079)",No
CAB285002174,광덕4리,36.68142864,127.06933269,2023-10-16,2174.0,34010,충청남도 천안시,천안,"(36.68142864, 127.06933269)",No
CAB285002176,광덕2리,36.6766398,127.0548903,2023-10-16,2176.0,34010,충청남도 천안시,천안,"(36.6766398, 127.0548903)",No
CAB285002177,광덕2리,36.67577128,127.05421407,2023-10-16,2177.0,34010,충청남도 천안시,천안,"(36.67577128, 127.05421407)",No
CAB285002179,광덕1리,36.6738382,127.0321378,2023-10-16,2179.0,34010,충청남도 천안시,천안,"(36.6738382, 127.0321378)",No
CAB285002180,광덕2리,36.67261523,127.04850389,2023-10-16,2180.0,34010,충청남도 천안시,천안,"(36.67261523, 127.04850389)",No
CAB285002181,광덕2리,36.67247965,127.04848522,2023-10-16,2181.0,34010,충청남도 천안시,천안,"(36.67247965, 127.04848522)",No
CAB285002182,대덕교차로,36.69735961,127.09585074,2023-10-16,2182.0,34010,충청남도 천안시,천안,"(36.69735961, 127.09585074)",No
CAB285002190,"부경파크빌,안서e편한세상,성불사",36.8294586,127.1894348,2023-10-16,2190.0,34010,충청남도 천안시,천안,"(36.8294586, 127.1894348)",No
CAB285002193,월봉고등학교,36.80215674,127.10933875,2023-10-16,2193.0,34010,충청남도 천안시,천안,"(36.80215674, 127.10933875)",No
CAB285002194,월봉중학교,36.80183965,127.11109574,2023-10-16,2194.0,34010,충청남도 천안시,천안,"(36.80183965, 127.11109574)",No
CAB285002197,용곡세광아파트,36.78076965,127.1418377,2023-10-16,2197.0,34010,충청남도 천안시,천안,"(36.78076965, 127.1418377)",No
CAB285002199,용곡세광엔리치타워,36.7789829,127.1405415,2023-10-16,2199.0,34010,충청남도 천안시,천안,"(36.7789829, 127.1405415)",No
CAB285002201,새샘중학교,36.7757179,127.1394182,2023-10-16,2201.0,34010,충청남도 천안시,천안,"(36.7757179, 127.1394182)",No
CAB285002202,새샘중학교,36.775884,127.1391877,2023-10-16,2202.0,34010,충청남도 천안시,천안,"(36.775884, 127.1391877)",No
CAB285002203,신흥방산마을,36.7790242,127.1284561,2023-10-16,2203.0,34010,충청남도 천안시,천안,"(36.7790242, 127.1284561)",No
CAB285002204,신흥방산마을,36.77855494,127.12921433,2023-10-16,2204.0,34010,충청남도 천안시,천안,"(36.77855494, 127.12921433)",No
CAB285002205,신방체육관,36.78528195,127.1288483,2023-10-16,2205.0,34010,충청남도 천안시,천안,"(36.78528195, 127.1288483)",No
CAB285002206,신방체육관,36.7847888,127.128361,2023-10-16,2206.0,34010,충청남도 천안시,천안,"(36.7847888, 127.128361)",No
CAB285002207,백석더샵아파트,36.83092964,127.12361741,2023-10-16,2207.0,34010,충청남도 천안시,천안,"(36.83092964, 127.12361741)",No
CAB285002208,백석더샵아파트,36.83048387,127.12386136,2023-10-16,2208.0,34010,충청남도 천안시,천안,"(36.83048387, 127.12386136)",No
CAB285002209,대전충남양계축협,36.80826754,127.16181912,2023-10-16,2209.0,34010,충청남도 천안시,천안,"(36.80826754, 127.16181912)",No
CAB285002210,용곡한라비발디후문,36.78870223,127.13351596,2023-10-16,2210.0,34010,충청남도 천안시,천안,"(36.78870223, 127.13351596)",No
CAB285002211,용곡한라비발디아파트,36.78791431,127.13542132,2023-10-16,2211.0,34010,충청남도 천안시,천안,"(36.78791431, 127.13542132)",No
CAB285002212,용곡한라비발디아파트,36.7886077,127.1351604,2023-10-16,2212.0,34010,충청남도 천안시,천안,"(36.7886077, 127.1351604)",No
CAB285002213,청수공원,36.78712425,127.15068139,2023-10-16,2213.0,34010,충청남도 천안시,천안,"(36.78712425, 127.15068139)",No
CAB285002214,청수공원,36.78698795,127.15088574,2023-10-16,2214.0,34010,충청남도 천안시,천안,"(36.78698795, 127.15088574)",No
CAB285002215,한양수자인,36.78340964,127.15237574,2023-10-16,2215.0,34010,충청남도 천안시,천안,"(36.78340964, 127.15237574)",No
CAB285002216,한양수자인,36.78349127,127.15254907,2023-10-16,2216.0,34010,충청남도 천안시,천안,"(36.78349127, 127.15254907)",No
CAB285002217,봉양리,36.72672378,127.26091446,2023-10-16,2217.0,34010,충청남도 천안시,천안,"(36.72672378, 127.26091446)",No
CAB285002218,봉양리,36.7270833,127.2611283,2023-10-16,2218.0,34010,충청남도 천안시,천안,"(36.7270833, 127.2611283)",No
CAB285002219,성남봉양진료소,36.71772145,127.25244973,2023-10-16,2219.0,34010,충청남도 천안시,천안,"(36.71772145, 127.25244973)",No
CAB285002220,봉양3리벌판,36.71431252,127.24817151,2023-10-16,2220.0,34010,충청남도 천안시,천안,"(36.71431252, 127.24817151)",No
CAB285002224,죽계2리,36.7955908,127.3780748,2023-10-16,2224.0,34010,충청남도 천안시,천안,"(36.7955908, 127.3780748)",No
CAB285002225,죽계1리,36.79763795,127.38428742,2023-10-16,2225.0,34010,충청남도 천안시,천안,"(36.79763795, 127.38428742)",No
CAB285002226,천안우리병원,36.78122795,127.15629407,2023-10-16,2226.0,34010,충청남도 천안시,천안,"(36.78122795, 127.15629407)",No
CAB285002227,문덕리,36.8786285,127.1804676,2023-10-16,2227.0,34010,충청남도 천안시,천안,"(36.8786285, 127.1804676)",No
CAB285002228,청당마을신도브래뉴아파트후문,36.78065351,127.14204779,2023-10-16,2228.0,34010,충청남도 천안시,천안,"(36.78065351, 127.14204779)",No
CAB285002229,청수공원,36.7886762,127.1474025,2023-10-16,2229.0,34010,충청남도 천안시,천안,"(36.7886762, 127.1474025)",No
CAB285002230,청수공원,36.78853297,127.14757741,2023-10-16,2230.0,34010,충청남도 천안시,천안,"(36.78853297, 127.14757741)",No
CAB285002231,신덕1리,36.71849704,127.24351428,2023-10-16,2231.0,34010,충청남도 천안시,천안,"(36.71849704, 127.24351428)",No
CAB285002233,대전충남양돈농협,36.78576896,127.14635778,2023-10-16,2233.0,34010,충청남도 천안시,천안,"(36.78576896, 127.14635778)",No
CAB285002234,호성산업개발,36.9276564,127.2043737,2023-10-16,2234.0,34010,충청남도 천안시,천안,"(36.9276564, 127.2043737)",No
CAB285002235,호성산업개발,36.9275807,127.2047277,2023-10-16,2235.0,34010,충청남도 천안시,천안,"(36.9275807, 127.2047277)",No
CAB285002236,운전리,36.77320132,127.2269024,2023-10-16,2236.0,34010,충청남도 천안시,천안,"(36.77320132, 127.2269024)",No
CAB285002237,운전리,36.77281298,127.22716741,2023-10-16,2237.0,34010,충청남도 천안시,천안,"(36.77281298, 127.22716741)",No
CAB285002238,한국더첼,36.8307286,127.1139845,2023-10-16,2238.0,34010,충청남도 천안시,천안,"(36.8307286, 127.1139845)",No
CAB285002239,제네시스,36.83104252,127.11244194,2023-10-16,2239.0,34010,충청남도 천안시,천안,"(36.83104252, 127.11244194)",No
CAB285002240,화덕2리(종점),36.7576275,127.4189258,2023-10-16,2240.0,34010,충청남도 천안시,천안,"(36.7576275, 127.4189258)",No
CAB285002241,지장1리(자라골),36.65554502,127.07949167,2023-10-16,2241.0,34010,충청남도 천안시,천안,"(36.65554502, 127.07949167)",No
CAB285002242,지장1리(자라골),36.6554686,127.0792725,2023-10-16,2242.0,34010,충청남도 천안시,천안,"(36.6554686, 127.0792725)",No
CAB285002243,연합초원아파트,36.7709725,127.2298434,2023-10-16,2243.0,34010,충청남도 천안시,천안,"(36.7709725, 127.2298434)",No
CAB285002244,대화2리,36.72891294,127.26074574,2023-10-16,2244.0,34010,충청남도 천안시,천안,"(36.72891294, 127.26074574)",No
CAB285002245,대화2리,36.728685,127.26077337,2023-10-16,2245.0,34010,충청남도 천안시,천안,"(36.728685, 127.26077337)",No
CAB285002246,"신방도서관, 푸르지오아파트",36.77286052,127.13135833,2023-10-16,2246.0,34010,충청남도 천안시,천안,"(36.77286052, 127.13135833)",No
CAB285002247,"신방도서관, 푸르지오아파트",36.77314295,127.13194241,2023-10-16,2247.0,34010,충청남도 천안시,천안,"(36.77314295, 127.13194241)",No
CAB285002248,지장1리,36.66917807,127.07333359,2023-10-16,2248.0,34010,충청남도 천안시,천안,"(36.66917807, 127.07333359)",No
CAB285002249,지장1리,36.6693041,127.0735459,2023-10-16,2249.0,34010,충청남도 천안시,천안,"(36.6693041, 127.0735459)",No
CAB285002250,도장3리,36.7507974,127.18612115,2023-10-16,2250.0,34010,충청남도 천안시,천안,"(36.7507974, 127.18612115)",No
CAB285002251,연곡2리,36.9520075,127.1948448,2023-10-16,2251.0,34010,충청남도 천안시,천안,"(36.9520075, 127.1948448)",No
CAB285002252,모드니에아파트,36.7590093,127.29718342,2023-10-16,2252.0,34010,충청남도 천안시,천안,"(36.7590093, 127.29718342)",No
CAB285002253,병천시장,36.76115477,127.29900392,2023-10-16,2253.0,34010,충청남도 천안시,천안,"(36.76115477, 127.29900392)",No
CAB285002254,은지리,36.78568466,127.25980574,2023-10-16,2254.0,34010,충청남도 천안시,천안,"(36.78568466, 127.25980574)",No
CAB285002255,은지리,36.785591,127.259779,2023-10-16,2255.0,34010,충청남도 천안시,천안,"(36.785591, 127.259779)",No
CAB285000863,용암마을,36.80105907,127.12001582,2023-10-16,863.0,34010,충청남도 천안시,천안,"(36.80105907, 127.12001582)",No
CAB285000864,쌍용초등학교,36.80061462,127.12296408,2023-10-16,864.0,34010,충청남도 천안시,천안,"(36.80061462, 127.12296408)",No
CAB285000865,쌍용한라동백아파트,36.80018299,127.12403575,2023-10-16,865.0,34010,충청남도 천안시,천안,"(36.80018299, 127.12403575)",No
CAB285000866,주공7단지,36.80086461,127.12669074,2023-10-16,866.0,34010,충청남도 천안시,천안,"(36.80086461, 127.12669074)",No
CAB285000867,주공7단지,36.80182353,127.12473122,2023-10-16,867.0,34010,충청남도 천안시,천안,"(36.80182353, 127.12473122)",No
CAB285000868,주공7단지,36.80196688,127.12461753,2023-10-16,868.0,34010,충청남도 천안시,천안,"(36.80196688, 127.12461753)",No
CAB285000869,라이프아파트,36.80242966,127.12182408,2023-10-16,869.0,34010,충청남도 천안시,천안,"(36.80242966, 127.12182408)",No
CAB285000870,라이프아파트,36.80222234,127.12220767,2023-10-16,870.0,34010,충청남도 천안시,천안,"(36.80222234, 127.12220767)",No
CAB285000871,대하마트,36.798903,127.1181079,2023-10-16,871.0,34010,충청남도 천안시,천안,"(36.798903, 127.1181079)",No
CAB285000872,대하마트,36.79883455,127.11824801,2023-10-16,872.0,34010,충청남도 천안시,천안,"(36.79883455, 127.11824801)",No
CAB285000873,나사렛대학교,36.79542962,127.11781574,2023-10-16,873.0,34010,충청남도 천안시,천안,"(36.79542962, 127.11781574)",No
CAB285000874,나사렛대학교,36.79546912,127.11761852,2023-10-16,874.0,34010,충청남도 천안시,천안,"(36.79546912, 127.11761852)",No
CAB285000875,우성VIP 아파트,36.7985872,127.1564345,2023-10-16,875.0,34010,충청남도 천안시,천안,"(36.7985872, 127.1564345)",No
CAB285000876,우성VIP 아파트,36.79842431,127.15623941,2023-10-16,876.0,34010,충청남도 천안시,천안,"(36.79842431, 127.15623941)",No
CAB285000877,청소년수련관,36.80854059,127.15239489,2023-10-16,877.0,34010,충청남도 천안시,천안,"(36.80854059, 127.15239489)",No
CAB285000878,중앙도서관,36.80858461,127.1525824,2023-10-16,878.0,34010,충청남도 천안시,천안,"(36.80858461, 127.1525824)",No
CAB285000879,가구웨딩특화거리,36.81848565,127.13968089,2023-10-16,879.0,34010,충청남도 천안시,천안,"(36.81848565, 127.13968089)",No
CAB285000880,가구웨딩특화거리,36.81864973,127.13903344,2023-10-16,880.0,34010,충청남도 천안시,천안,"(36.81864973, 127.13903344)",No
CAB285000881,백석사거리,36.81903497,127.13283576,2023-10-16,881.0,34010,충청남도 천안시,천안,"(36.81903497, 127.13283576)",No
CAB285000882,백석사거리,36.81895517,127.13224161,2023-10-16,882.0,34010,충청남도 천안시,천안,"(36.81895517, 127.13224161)",No
CAB285000883,용암초등학교,36.80452072,127.11860982,2023-10-16,883.0,34010,충청남도 천안시,천안,"(36.80452072, 127.11860982)",No
CAB285000887,쌍용패션거리,36.80244569,127.13192013,2023-10-16,887.0,34010,충청남도 천안시,천안,"(36.80244569, 127.13192013)",No
CAB285000888,천안여상입구,36.80492959,127.13235383,2023-10-16,888.0,34010,충청남도 천안시,천안,"(36.80492959, 127.13235383)",No
CAB285000889,천안여상입구,36.80469794,127.13214075,2023-10-16,889.0,34010,충청남도 천안시,천안,"(36.80469794, 127.13214075)",No
CAB285000890,열린치과,36.80322966,127.12904741,2023-10-16,890.0,34010,충청남도 천안시,천안,"(36.80322966, 127.12904741)",No
CAB285000891,천안컨벤션센터,36.80440961,127.12775407,2023-10-16,891.0,34010,충청남도 천안시,천안,"(36.80440961, 127.12775407)",No
CAB285000892,천안컨벤션센터,36.8046713,127.12763241,2023-10-16,892.0,34010,충청남도 천안시,천안,"(36.8046713, 127.12763241)",No
CAB285000893,일성아파트,36.8076207,127.12994453,2023-10-16,893.0,34010,충청남도 천안시,천안,"(36.8076207, 127.12994453)",No
CAB285000894,일성아파트,36.80777398,127.13021867,2023-10-16,894.0,34010,충청남도 천안시,천안,"(36.80777398, 127.13021867)",No
CAB285000895,천안고등학교,36.80727629,127.1353874,2023-10-16,895.0,34010,충청남도 천안시,천안,"(36.80727629, 127.1353874)",No
CAB285000896,쌍용패션거리,36.80204793,127.13170574,2023-10-16,886.0,34010,충청남도 천안시,천안,"(36.80204793, 127.13170574)",No
CAB285000897,봉명동행정복지센터,36.80626519,127.13971181,2023-10-16,897.0,34010,충청남도 천안시,천안,"(36.80626519, 127.13971181)",No
CAB285000898,순천향병원,36.80334963,127.13921574,2023-10-16,898.0,34010,충청남도 천안시,천안,"(36.80334963, 127.13921574)",No
CAB285000899,순천향병원,36.8033077,127.13899118,2023-10-16,899.0,34010,충청남도 천안시,천안,"(36.8033077, 127.13899118)",No
CAB285000901,공작아파트 입구,36.80882577,127.14030883,2023-10-16,901.0,34010,충청남도 천안시,천안,"(36.80882577, 127.14030883)",No
CAB285000902,공작아파트 입구,36.8095127,127.14072687,2023-10-16,902.0,34010,충청남도 천안시,천안,"(36.8095127, 127.14072687)",No
CAB285000903,성정사거리,36.8126215,127.1412442,2023-10-16,903.0,34010,충청남도 천안시,천안,"(36.8126215, 127.1412442)",No
CAB285000904,성정사거리,36.8129921,127.1415788,2023-10-16,904.0,34010,충청남도 천안시,천안,"(36.8129921, 127.1415788)",No
CAB285000905,성정초등학교,36.81538944,127.14194237,2023-10-16,905.0,34010,충청남도 천안시,천안,"(36.81538944, 127.14194237)",No
CAB285000906,성정초등학교,36.81542798,127.14214074,2023-10-16,906.0,34010,충청남도 천안시,천안,"(36.81542798, 127.14214074)",No
CAB285000907,성정1동행정복지센터,36.81729464,127.14259575,2023-10-16,907.0,34010,충청남도 천안시,천안,"(36.81729464, 127.14259575)",No
CAB285000908,성정1동행정복지센터,36.81804075,127.14260215,2023-10-16,908.0,34010,충청남도 천안시,천안,"(36.81804075, 127.14260215)",No
CAB285000909,봉정사거리,36.8192104,127.1430792,2023-10-16,909.0,34010,충청남도 천안시,천안,"(36.8192104, 127.1430792)",No
CAB285000910,봉정사거리,36.8198188,127.1430595,2023-10-16,910.0,34010,충청남도 천안시,천안,"(36.8198188, 127.1430595)",No
CAB285000911,대우목화아파트,36.82148303,127.14346251,2023-10-16,911.0,34010,충청남도 천안시,천안,"(36.82148303, 127.14346251)",No
CAB285000912,성정대우목화,36.82170799,127.14368907,2023-10-16,912.0,34010,충청남도 천안시,천안,"(36.82170799, 127.14368907)",No
CAB285000913,서부19길입구,36.8242063,127.14432241,2023-10-16,913.0,34010,충청남도 천안시,천안,"(36.8242063, 127.14432241)",No
CAB285000914,서부19길입구,36.8244937,127.14418087,2023-10-16,914.0,34010,충청남도 천안시,천안,"(36.8244937, 127.14418087)",No
CAB285000915,신라스테이(인쇄창),36.82553464,127.14334074,2023-10-16,915.0,34010,충청남도 천안시,천안,"(36.82553464, 127.14334074)",No
CAB285000916,성정동롯데마트,36.8256817,127.1402805,2023-10-16,916.0,34010,충청남도 천안시,천안,"(36.8256817, 127.1402805)",No
CAB285000917,롯데마트,36.82562348,127.13930419,2023-10-16,917.0,34010,충청남도 천안시,천안,"(36.82562348, 127.13930419)",No
CAB285000918,천안고용센터,36.82538294,127.14208908,2023-10-16,918.0,34010,충청남도 천안시,천안,"(36.82538294, 127.14208908)",No
CAB285000919,광제산부인과,36.82439687,127.14070587,2023-10-16,919.0,34010,충청남도 천안시,천안,"(36.82439687, 127.14070587)",No
CAB285000920,광제산부인과,36.82431443,127.14051901,2023-10-16,920.0,34010,충청남도 천안시,천안,"(36.82431443, 127.14051901)",No
CAB285000921,천안서초등학교,36.8216561,127.13990979,2023-10-16,921.0,34010,충청남도 천안시,천안,"(36.8216561, 127.13990979)",No
CAB285000922,천안서초등학교,36.82112413,127.1398709,2023-10-16,922.0,34010,충청남도 천안시,천안,"(36.82112413, 127.1398709)",No
CAB285000923,"성정2동행정복지센터,건강생활지원센터",36.8196834,127.13940502,2023-10-16,923.0,34010,충청남도 천안시,천안,"(36.8196834, 127.13940502)",No
CAB285000924,"성정2동행정복지센터,건강생활지원센터",36.81945838,127.13944116,2023-10-16,924.0,34010,충청남도 천안시,천안,"(36.81945838, 127.13944116)",No
CAB285000925,늘푸른극동아파트,36.82833528,127.13326875,2023-10-16,925.0,34010,충청남도 천안시,천안,"(36.82833528, 127.13326875)",No
CAB285000926,늘푸른극동아파트,36.82980669,127.13308139,2023-10-16,926.0,34010,충청남도 천안시,천안,"(36.82980669, 127.13308139)",No
CAB285000927,천안우체국,36.83084794,127.13337908,2023-10-16,927.0,34010,충청남도 천안시,천안,"(36.83084794, 127.13337908)",No
CAB285000928,천안고용노동지청,36.8332067,127.1333439,2023-10-16,928.0,34010,충청남도 천안시,천안,"(36.8332067, 127.1333439)",No
CAB285010148,차암2통,36.840097,127.099189,2023-10-16,294.0,34010,충청남도 천안시,천안,"(36.840097, 127.099189)",No
CAB285010150,산동2리,36.8331765,127.0972672,2023-10-16,292.0,34010,충청남도 천안시,천안,"(36.8331765, 127.0972672)",No
CAB285010151,산동1리(종점),36.8500035,127.097355,2023-10-16,1730.0,34010,충청남도 천안시,천안,"(36.8500035, 127.097355)",No
CAB285010152,산동1리(종점),36.8497784,127.0974572,2023-10-16,1404.0,34010,충청남도 천안시,천안,"(36.8497784, 127.0974572)",No
CAB285010165,길산리,36.7988716,127.0653598,2023-10-16,10165.0,34010,충청남도 천안시,천안,"(36.7988716, 127.0653598)",No
CAB285010170,명암2리,36.8001077,127.0556521,2023-10-16,10170.0,34010,충청남도 천안시,천안,"(36.8001077, 127.0556521)",No
CAB285010174,용두1리,36.7980652,127.0482769,2023-10-16,10174.0,34010,충청남도 천안시,천안,"(36.7980652, 127.0482769)",No
CAB285025050,미죽2리,36.74221141,127.15744363,2023-10-16,25050.0,34010,충청남도 천안시,천안,"(36.74221141, 127.15744363)",No
CAB285037340,병천중고등학교,36.7641465,127.3117079,2023-10-16,432.0,34010,충청남도 천안시,천안,"(36.7641465, 127.3117079)",No
CAB285055670,대흥리(서일공영앞),36.72891388,127.22446359,2023-10-16,55670.0,34010,충청남도 천안시,천안,"(36.72891388, 127.22446359)",No
CAB285055671,한도아파트,36.8794462,127.1538003,2023-10-16,553.0,34010,충청남도 천안시,천안,"(36.8794462, 127.1538003)",No
CAB285055672,남산리(대덕가스),36.8928186,127.1629822,2023-10-16,1349.0,34010,충청남도 천안시,천안,"(36.8928186, 127.1629822)",No
CAB285055674,율금리1구(밤개울),36.9013157,127.1082954,2023-10-16,55674.0,34010,충청남도 천안시,천안,"(36.9013157, 127.1082954)",No
CAB285071389,대홍주유소,36.9484109,127.132514,2023-10-16,71389.0,34010,충청남도 천안시,천안,"(36.9484109, 127.132514)",No
CAB285071390,코스트코,36.84378,127.108131,2023-10-16,2328.0,34010,충청남도 천안시,천안,"(36.84378, 127.108131)",No
CAB285071393,가송1리,36.7255374,127.1400471,2023-10-16,2339.0,34010,충청남도 천안시,천안,"(36.7255374, 127.1400471)",No
CAB285071394,코스트코,36.8431558,127.1069906,2023-10-16,2327.0,34010,충청남도 천안시,천안,"(36.8431558, 127.1069906)",No
CAB285071395,천안예술의전당,36.756506,127.2264872,2023-10-16,2261.0,34010,충청남도 천안시,천안,"(36.756506, 127.2264872)",No
CAB285071397,단국대입구,36.832982,127.166025,2023-10-16,2362.0,34010,충청남도 천안시,천안,"(36.832982, 127.166025)",No
CAB285071398,천안시청,36.81601921,127.1148099,2023-10-16,71398.0,34010,충청남도 천안시,천안,"(36.81601921, 127.1148099)",No
CAB285071403,천안변전소,36.79114,127.1674356,2023-10-16,2342.0,34010,충청남도 천안시,천안,"(36.79114, 127.1674356)",Yes
CAB285071405,목천중고등학교,36.78092877,127.2335268,2023-10-16,1214.0,34010,충청남도 천안시,천안,"(36.78092877, 127.2335268)",No
CAB285071406,천안고등학교,36.80708686,127.13556166,2023-10-16,896.0,34010,충청남도 천안시,천안,"(36.80708686, 127.13556166)",No
CAB285071407,눈들삼거리,36.7884566,127.1435996,2023-10-16,2363.0,34010,충청남도 천안시,천안,"(36.7884566, 127.1435996)",No
CAB285071423,눈들삼거리,36.7886771,127.1437667,2023-10-16,2364.0,34010,충청남도 천안시,천안,"(36.7886771, 127.1437667)",No
CAB285071425,율금1리,36.8976378,127.1055846,2023-10-16,2365.0,34010,충청남도 천안시,천안,"(36.8976378, 127.1055846)",No
CAB285071426,율금1리,36.8981805,127.1061149,2023-10-16,2366.0,34010,충청남도 천안시,천안,"(36.8981805, 127.1061149)",No
CAB285071427,흑암리,36.9358102,127.1790736,2023-10-16,2367.0,34010,충청남도 천안시,천안,"(36.9358102, 127.1790736)",No
CAB285071428,흑암리,36.9354801,127.1786931,2023-10-16,2368.0,34010,충청남도 천안시,천안,"(36.9354801, 127.1786931)",No
CAB285071429,성월리,36.9238209,127.1397875,2023-10-16,2369.0,34010,충청남도 천안시,천안,"(36.9238209, 127.1397875)",No
CAB285071430,성월리,36.9241063,127.1402521,2023-10-16,2370.0,34010,충청남도 천안시,천안,"(36.9241063, 127.1402521)",No
CAB285071431,도림2리,36.9200148,127.2524948,2023-10-16,2371.0,34010,충청남도 천안시,천안,"(36.9200148, 127.2524948)",No
CAB285071432,송남리,36.8616764,127.1913205,2023-10-16,2374.0,34010,충청남도 천안시,천안,"(36.8616764, 127.1913205)",No
CAB285071433,충무로사거리,36.7987691,127.1601093,2023-10-16,2375.0,34010,충청남도 천안시,천안,"(36.7987691, 127.1601093)",No
CAB285071438,광덕1리,36.790935,127.3470787,2023-10-16,2372.0,34010,충청남도 천안시,천안,"(36.790935, 127.3470787)",No
CAB285071439,광덕1리,36.7906916,127.3470848,2023-10-16,2373.0,34010,충청남도 천안시,천안,"(36.7906916, 127.3470848)",No
CAB285071440,덕전2리(질마재),36.8120577,127.2250195,2023-10-16,2380.0,34010,충청남도 천안시,천안,"(36.8120577, 127.2250195)",No
CAB285071441,덕전2리(질마재),36.8117873,127.2250148,2023-10-16,2381.0,34010,충청남도 천안시,천안,"(36.8117873, 127.2250148)",No
CAB285071442,도원2리(검우중태),36.7928499,127.3183517,2023-10-16,2382.0,34010,충청남도 천안시,천안,"(36.7928499, 127.3183517)",No
CAB285071443,도원2리(검우중태),36.7927621,127.3181143,2023-10-16,2383.0,34010,충청남도 천안시,천안,"(36.7927621, 127.3181143)",No
CAB285071444,용곡아이파크아파트,36.7935823,127.14417236,2023-10-16,71444.0,34010,충청남도 천안시,천안,"(36.7935823, 127.14417236)",No
CAB285071446,홍대용과학관,36.7396035,127.2962636,2023-10-16,2385.0,34010,충청남도 천안시,천안,"(36.7396035, 127.2962636)",No
CAB285071447,홍대용과학관,36.7400002,127.2963074,2023-10-16,2386.0,34010,충청남도 천안시,천안,"(36.7400002, 127.2963074)",No
CAB285071448,장승배기,36.7174145,127.2394483,2023-10-16,2394.0,34010,충청남도 천안시,천안,"(36.7174145, 127.2394483)",No
CAB285071449,장승배기,36.7175266,127.2391679,2023-10-16,2395.0,34010,충청남도 천안시,천안,"(36.7175266, 127.2391679)",No
CAB285071450,힐링타운,36.7678946,127.128186,2023-10-16,2392.0,34010,충청남도 천안시,천안,"(36.7678946, 127.128186)",No
CAB285071451,해성기공,36.7642206,127.4061401,2023-10-16,2396.0,34010,충청남도 천안시,천안,"(36.7642206, 127.4061401)",No
CAB285071452,해성기공,36.7639461,127.4067959,2023-10-16,2397.0,34010,충청남도 천안시,천안,"(36.7639461, 127.4067959)",No
CAB285071453,한들문화센터입구,36.8305881,127.1063327,2023-10-16,2400.0,34010,충청남도 천안시,천안,"(36.8305881, 127.1063327)",No
CAB285071454,한들문화센터입구,36.8307417,127.1064441,2023-10-16,2401.0,34010,충청남도 천안시,천안,"(36.8307417, 127.1064441)",No
CAB285071455,유관순열사유적지,36.7602701,127.3071754,2023-10-16,2393.0,34010,충청남도 천안시,천안,"(36.7602701, 127.3071754)",No
CAB285071456,유관순열사유적지,36.7604009,127.3072647,2023-10-16,2402.0,34010,충청남도 천안시,천안,"(36.7604009, 127.3072647)",No
CAB285071457,제5산단,36.7401407,127.2559612,2023-10-16,2387.0,34010,충청남도 천안시,천안,"(36.7401407, 127.2559612)",No
