정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명,Coordinates,Within 1km
CAB279000726,지암2리,36.82798133,127.39892575,2023-10-16,726.0,34010,충청남도 천안시,천안,"(36.82798133, 127.39892575)",No
CAB279000728,금암리,36.8233586,127.38029111,2023-10-16,728.0,34010,충청남도 천안시,천안,"(36.8233586, 127.38029111)",No
CAB279000729,금암리,36.82287386,127.37957931,2023-10-16,729.0,34010,충청남도 천안시,천안,"(36.82287386, 127.37957931)",No
CAB279001153,보탑사삼거리,36.82819463,127.3945274,2023-10-16,1153.0,34010,충청남도 천안시,천안,"(36.82819463, 127.3945274)",No
CAB279001154,성암초등학교,36.82584087,127.40656576,2023-10-16,1154.0,34010,충청남도 천안시,천안,"(36.82584087, 127.40656576)",No
CAB279001156,교성리,36.85444212,127.4313742,2023-10-16,1156.0,34010,충청남도 천안시,천안,"(36.85444212, 127.4313742)",No
CAB279001157,신양4차,36.8547362,127.437162,2023-10-16,713.0,34010,충청남도 천안시,천안,"(36.8547362, 127.437162)",No
CAB279010078,삼성디지털프라자,36.85790174,127.44487143,2023-10-16,10078.0,34010,충청남도 천안시,천안,"(36.85790174, 127.44487143)",No
CAB285001083,스마일시티,36.8410515,127.1020475,2023-10-16,1083.0,34010,충청남도 천안시,천안,"(36.8410515, 127.1020475)",No
CAB285001086,월랑2리(장수),36.8444289,127.078382,2023-10-16,1086.0,34010,충청남도 천안시,천안,"(36.8444289, 127.078382)",No
CAB285001088,한라아파트앞,36.821013,127.0859557,2023-10-16,1088.0,34010,충청남도 천안시,천안,"(36.821013, 127.0859557)",No
CAB285001100,동양철관,36.75898127,127.12779908,2023-10-16,1100.0,34010,충청남도 천안시,천안,"(36.75898127, 127.12779908)",No
CAB285001101,남관리,36.75488493,127.12758054,2023-10-16,1101.0,34010,충청남도 천안시,천안,"(36.75488493, 127.12758054)",No
CAB285001102,두남리,36.7456382,127.1348901,2023-10-16,1102.0,34010,충청남도 천안시,천안,"(36.7456382, 127.1348901)",No
CAB285001103,두남리,36.7414496,127.1389423,2023-10-16,1103.0,34010,충청남도 천안시,천안,"(36.7414496, 127.1389423)",No
CAB285001104,용정리,36.74508795,127.12621741,2023-10-16,1104.0,34010,충청남도 천안시,천안,"(36.74508795, 127.12621741)",No
CAB285001106,용정1리,36.7454668,127.0998128,2023-10-16,1106.0,34010,충청남도 천안시,천안,"(36.7454668, 127.0998128)",No
CAB285001107,원당,36.7371107,127.0894174,2023-10-16,1107.0,34010,충청남도 천안시,천안,"(36.7371107, 127.0894174)",No
CAB285001108,우신주택,36.7243234,127.1192917,2023-10-16,1108.0,34010,충청남도 천안시,천안,"(36.7243234, 127.1192917)",No
CAB285001109,매당4리(자무실),36.70665297,127.11098408,2023-10-16,1109.0,34010,충청남도 천안시,천안,"(36.70665297, 127.11098408)",No
CAB285001110,광덕면행정복지센터,36.70149081,127.11185804,2023-10-16,1110.0,34010,충청남도 천안시,천안,"(36.70149081, 127.11185804)",No
CAB285001111,보산원2리(외보),36.6870686,127.0782978,2023-10-16,1111.0,34010,충청남도 천안시,천안,"(36.6870686, 127.0782978)",No
CAB285001112,보산원초등학교,36.6844598,127.0758015,2023-10-16,1112.0,34010,충청남도 천안시,천안,"(36.6844598, 127.0758015)",No
CAB285001113,광덕사(종점),36.67312,127.042696,2023-10-16,1113.0,34010,충청남도 천안시,천안,"(36.67312, 127.042696)",No
CAB285001114,광덕산휴게소,36.6731122,127.0507878,2023-10-16,1114.0,34010,충청남도 천안시,천안,"(36.6731122, 127.0507878)",No
CAB285001115,광덕3리(은골),36.67827956,127.06182698,2023-10-16,1115.0,34010,충청남도 천안시,천안,"(36.67827956, 127.06182698)",No
CAB285001116,광덕리,36.67983463,127.06597741,2023-10-16,1116.0,34010,충청남도 천안시,천안,"(36.67983463, 127.06597741)",No
CAB285001117,보산원3리,36.6977898,127.0719624,2023-10-16,1117.0,34010,충청남도 천안시,천안,"(36.6977898, 127.0719624)",No
CAB285001118,지장리,36.6589144,127.077826,2023-10-16,1118.0,34010,충청남도 천안시,천안,"(36.6589144, 127.077826)",No
CAB285001120,행정리,36.6884513,127.1571478,2023-10-16,1120.0,34010,충청남도 천안시,천안,"(36.6884513, 127.1571478)",No
CAB285001121,대평1리(대평원),36.6847733,127.1571809,2023-10-16,1121.0,34010,충청남도 천안시,천안,"(36.6847733, 127.1571809)",No
CAB285001122,대평2리,36.6741606,127.1456338,2023-10-16,1122.0,34010,충청남도 천안시,천안,"(36.6741606, 127.1456338)",No
CAB285001123,대평2리,36.6705171,127.1391318,2023-10-16,1123.0,34010,충청남도 천안시,천안,"(36.6705171, 127.1391318)",No
CAB285001124,원덕1리(원터),36.6604633,127.1398949,2023-10-16,1124.0,34010,충청남도 천안시,천안,"(36.6604633, 127.1398949)",No
CAB285001125,원덕2리,36.6569049,127.1347926,2023-10-16,1125.0,34010,충청남도 천안시,천안,"(36.6569049, 127.1347926)",No
CAB285001126,원덕2리(밤나무골),36.66093631,127.12479241,2023-10-16,1126.0,34010,충청남도 천안시,천안,"(36.66093631, 127.12479241)",No
CAB285001127,인풍,36.6398517,127.1213376,2023-10-16,1127.0,34010,충청남도 천안시,천안,"(36.6398517, 127.1213376)",No
CAB285001137,풍서4리(호정),36.72120489,127.13244925,2023-10-16,1137.0,34010,충청남도 천안시,천안,"(36.72120489, 127.13244925)",No
CAB285001139,도장리,36.7456878,127.1704363,2023-10-16,1139.0,34010,충청남도 천안시,천안,"(36.7456878, 127.1704363)",No
CAB285001140,교천리(돌마루),36.7767704,127.19897609,2023-10-16,1140.0,34010,충청남도 천안시,천안,"(36.7767704, 127.19897609)",No
CAB285001141,지산1리,36.78676322,127.19541721,2023-10-16,1141.0,34010,충청남도 천안시,천안,"(36.78676322, 127.19541721)",No
CAB285001143,병천농협,36.76297628,127.29776741,2023-10-16,1143.0,34010,충청남도 천안시,천안,"(36.76297628, 127.29776741)",No
CAB285001144,구도리,36.7677952,127.3256223,2023-10-16,1144.0,34010,충청남도 천안시,천안,"(36.7677952, 127.3256223)",No
CAB285001145,송연1리(삼한),36.7720422,127.3391379,2023-10-16,1145.0,34010,충청남도 천안시,천안,"(36.7720422, 127.3391379)",No
CAB285001146,삽다리,36.78007813,127.35580496,2023-10-16,1146.0,34010,충청남도 천안시,천안,"(36.78007813, 127.35580496)",No
CAB285001147,송연2리(수리골),36.78015429,127.36518915,2023-10-16,1147.0,34010,충청남도 천안시,천안,"(36.78015429, 127.36518915)",No
CAB285001148,수남1리(차여),36.7739626,127.372858,2023-10-16,1148.0,34010,충청남도 천안시,천안,"(36.7739626, 127.372858)",No
CAB285001149,장송2리(한마음고등학교),36.77314131,127.37978478,2023-10-16,1149.0,34010,충청남도 천안시,천안,"(36.77314131, 127.37978478)",No
CAB285001151,화덕1리,36.7624432,127.3977727,2023-10-16,1151.0,34010,충청남도 천안시,천안,"(36.7624432, 127.3977727)",No
CAB285001152,화덕2리(도명),36.762706,127.4106965,2023-10-16,1152.0,34010,충청남도 천안시,천안,"(36.762706, 127.4106965)",No
CAB285001155,사석,36.825877,127.410945,2023-10-16,1155.0,34010,충청남도 천안시,천안,"(36.825877, 127.410945)",No
CAB285001157,진천군청,36.8546724,127.4360178,2023-10-16,1157.0,34010,충청남도 천안시,천안,"(36.8546724, 127.4360178)",No
CAB285001158,진천농업고등학교,36.8545919,127.4372069,2023-10-16,1158.0,34010,충청남도 천안시,천안,"(36.8545919, 127.4372069)",No
CAB285001159,진천읍사무소앞,36.8544525,127.4412376,2023-10-16,1159.0,34010,충청남도 천안시,천안,"(36.8544525, 127.4412376)",No
CAB285001161,봉항2리(삼성),36.8365693,127.3159818,2023-10-16,1161.0,34010,충청남도 천안시,천안,"(36.8365693, 127.3159818)",No
CAB285001162,봉항1리,36.829115,127.31562133,2023-10-16,1162.0,34010,충청남도 천안시,천안,"(36.829115, 127.31562133)",No
CAB285001163,도원3리(가정),36.7875721,127.3168096,2023-10-16,1163.0,34010,충청남도 천안시,천안,"(36.7875721, 127.3168096)",No
CAB285001164,도원2리(광기),36.7803064,127.3157735,2023-10-16,1164.0,34010,충청남도 천안시,천안,"(36.7803064, 127.3157735)",No
CAB285001165,병천면행정복지센터,36.7659133,127.3027847,2023-10-16,1165.0,34010,충청남도 천안시,천안,"(36.7659133, 127.3027847)",No
CAB285001166,성재,36.7367461,127.3571155,2023-10-16,1166.0,34010,충청남도 천안시,천안,"(36.7367461, 127.3571155)",No
CAB285001168,용두3리(유관순생가 진입),36.7475002,127.3108412,2023-10-16,1168.0,34010,충청남도 천안시,천안,"(36.7475002, 127.3108412)",No
CAB285001169,송정1리(상촌),36.74075796,127.31662241,2023-10-16,1169.0,34010,충청남도 천안시,천안,"(36.74075796, 127.31662241)",No
CAB285001170,송정2리,36.73900631,127.32197408,2023-10-16,1170.0,34010,충청남도 천안시,천안,"(36.73900631, 127.32197408)",No
CAB285001171,송정1리(와촌),36.7377144,127.3260768,2023-10-16,1171.0,34010,충청남도 천안시,천안,"(36.7377144, 127.3260768)",No
CAB285001172,송정2리(복다회리),36.7367372,127.3297864,2023-10-16,1172.0,34010,충청남도 천안시,천안,"(36.7367372, 127.3297864)",No
CAB285001174,조병옥박사생가,36.75131913,127.31447616,2023-10-16,1174.0,34010,충청남도 천안시,천안,"(36.75131913, 127.31447616)",No
CAB285001175,용두3리(유관순생가앞),36.75679761,127.3180852,2023-10-16,1175.0,34010,충청남도 천안시,천안,"(36.75679761, 127.3180852)",No
CAB285001176,상리길,36.75455761,127.2956351,2023-10-16,1176.0,34010,충청남도 천안시,천안,"(36.75455761, 127.2956351)",No
CAB285001177,송내리,36.7502151,127.2922632,2023-10-16,1177.0,34010,충청남도 천안시,천안,"(36.7502151, 127.2922632)",No
CAB285001178,상록리조트정문,36.74248462,127.28607575,2023-10-16,1178.0,34010,충청남도 천안시,천안,"(36.74248462, 127.28607575)",No
CAB285001179,장산리,36.73745455,127.29626797,2023-10-16,1179.0,34010,충청남도 천안시,천안,"(36.73745455, 127.29626797)",No
CAB285001181,백자2리(한버들),36.7084734,127.273765,2023-10-16,1181.0,34010,충청남도 천안시,천안,"(36.7084734, 127.273765)",No
CAB285001182,백자4리,36.70518463,127.27384742,2023-10-16,1182.0,34010,충청남도 천안시,천안,"(36.70518463, 127.27384742)",No
CAB285001183,백자3리,36.7020139,127.2759559,2023-10-16,1183.0,34010,충청남도 천안시,천안,"(36.7020139, 127.2759559)",No
CAB285001184,발산2구(지장골),36.71646093,127.30083904,2023-10-16,1184.0,34010,충청남도 천안시,천안,"(36.71646093, 127.30083904)",No
CAB285001185,해정2리(대해),36.72861628,127.27339573,2023-10-16,1185.0,34010,충청남도 천안시,천안,"(36.72861628, 127.27339573)",No
CAB285001186,신풍2리,36.7290301,127.27045751,2023-10-16,1186.0,34010,충청남도 천안시,천안,"(36.7290301, 127.27045751)",No
CAB285001187,봉양리입구,36.7271874,127.2618022,2023-10-16,1187.0,34010,충청남도 천안시,천안,"(36.7271874, 127.2618022)",No
CAB285071507,용정리(산단길목),36.7339641,127.0961284,2023-10-16,71507.0,34010,충청남도 천안시,천안,"(36.7339641, 127.0961284)",No
CAB285071508,광덕리,36.679734,127.0662101,2023-10-16,71508.0,34010,충청남도 천안시,천안,"(36.679734, 127.0662101)",No
CAB285071511,광덕4리,36.6812786,127.0695479,2023-10-16,71511.0,34010,충청남도 천안시,천안,"(36.6812786, 127.0695479)",No
CAB285071520,풍세면행정복지센터,36.7223053,127.1190967,2023-10-16,71520.0,34010,충청남도 천안시,천안,"(36.7223053, 127.1190967)",No
CAB285071521,이랜드리테일,36.7305213,127.1030677,2023-10-16,71521.0,34010,충청남도 천안시,천안,"(36.7305213, 127.1030677)",No
CAB285071522,용두2리,36.7550052,127.323889,2023-10-16,71522.0,34010,충청남도 천안시,천안,"(36.7550052, 127.323889)",No
CAB285071523,도원2리(마을입구),36.7807061,127.3177337,2023-10-16,71523.0,34010,충청남도 천안시,천안,"(36.7807061, 127.3177337)",No
CAB285071524,도원2리(마을입구),36.7808772,127.3176661,2023-10-16,71524.0,34010,충청남도 천안시,천안,"(36.7808772, 127.3176661)",No
CAB285071525,도원2리(마을회관),36.7843706,127.3207062,2023-10-16,71525.0,34010,충청남도 천안시,천안,"(36.7843706, 127.3207062)",No
CAB285071526,호반3차센터시티,36.8036992,127.1057888,2023-10-16,71526.0,34010,충청남도 천안시,천안,"(36.8036992, 127.1057888)",No
CAB285071527,호반더퍼스트,36.8081375,127.1045271,2023-10-16,71527.0,34010,충청남도 천안시,천안,"(36.8081375, 127.1045271)",No
CAB285071528,호반더퍼스트,36.8080367,127.1043283,2023-10-16,71528.0,34010,충청남도 천안시,천안,"(36.8080367, 127.1043283)",No
CAB285071529,천안불당고,36.8090584,127.1038858,2023-10-16,71529.0,34010,충청남도 천안시,천안,"(36.8090584, 127.1038858)",No
CAB285071530,천안불당고,36.810013,127.104371,2023-10-16,71530.0,34010,충청남도 천안시,천안,"(36.810013, 127.104371)",No
CAB285071531,호반써밋플레이스,36.8110122,127.104526,2023-10-16,71531.0,34010,충청남도 천안시,천안,"(36.8110122, 127.104526)",No
CAB285071532,불당지웰시티5블럭,36.812143,127.105014,2023-10-16,71532.0,34010,충청남도 천안시,천안,"(36.812143, 127.105014)",No
CAB285071533,불당지웰더샵,36.8137706,127.1053179,2023-10-16,71533.0,34010,충청남도 천안시,천안,"(36.8137706, 127.1053179)",No
CAB285071534,불당지웰시티4블럭,36.815244,127.105975,2023-10-16,71534.0,34010,충청남도 천안시,천안,"(36.815244, 127.105975)",No
CAB285071535,호반센트로포레,36.8182129,127.1006924,2023-10-16,71535.0,34010,충청남도 천안시,천안,"(36.8182129, 127.1006924)",No
CAB285071536,호반센트로포레,36.8184214,127.1010165,2023-10-16,71536.0,34010,충청남도 천안시,천안,"(36.8184214, 127.1010165)",No
CAB285071537,LH행복주택,36.822947,127.103785,2023-10-16,71537.0,34010,충청남도 천안시,천안,"(36.822947, 127.103785)",No
CAB285071538,지웰푸르지오정문,36.8222736,127.105975,2023-10-16,71538.0,34010,충청남도 천안시,천안,"(36.8222736, 127.105975)",No
CAB285071539,지웰푸르지오후문,36.8212872,127.107533,2023-10-16,71539.0,34010,충청남도 천안시,천안,"(36.8212872, 127.107533)",No
CAB285071540,파크푸르지오2단지,36.8197451,127.1073671,2023-10-16,71540.0,34010,충청남도 천안시,천안,"(36.8197451, 127.1073671)",No
CAB285071541,LH천년나무7단지,36.8171409,127.1063153,2023-10-16,71541.0,34010,충청남도 천안시,천안,"(36.8171409, 127.1063153)",No
CAB285071542,LH천년나무7단지,36.816962,127.106479,2023-10-16,71542.0,34010,충청남도 천안시,천안,"(36.816962, 127.106479)",No
CAB285071543,진주골입구,36.7498257,127.189579,2023-10-16,71543.0,34010,충청남도 천안시,천안,"(36.7498257, 127.189579)",No
CAB285071544,진주골입구,36.7497669,127.1894897,2023-10-16,71544.0,34010,충청남도 천안시,천안,"(36.7497669, 127.1894897)",No
CAB285071545,천안노인전문요양원,36.79953457,127.17782557,2023-10-16,71545.0,34010,충청남도 천안시,천안,"(36.79953457, 127.17782557)",No
CAB285071546,백석아이파크2차아파트,36.82446579,127.11879014,2023-10-16,71546.0,34010,충청남도 천안시,천안,"(36.82446579, 127.11879014)",No
CAB285071547,백석아이파크2차아파트,36.8244789,127.1185045,2023-10-16,71547.0,34010,충청남도 천안시,천안,"(36.8244789, 127.1185045)",No
CAB285071548,한들문화센터,36.82960135,127.10415601,2023-10-16,71548.0,34010,충청남도 천안시,천안,"(36.82960135, 127.10415601)",No
CAB285071549,봉명1교,36.8068688,127.1419862,2023-10-16,71549.0,34010,충청남도 천안시,천안,"(36.8068688, 127.1419862)",No
CAB285071550,봉명1교,36.80669911,127.14200198,2023-10-16,71550.0,34010,충청남도 천안시,천안,"(36.80669911, 127.14200198)",No
CAB285071551,불당리더힐스,36.82201384,127.10158109,2023-10-16,71551.0,34010,충청남도 천안시,천안,"(36.82201384, 127.10158109)",No
CAB285071552,불당리더힐스,36.82301868,127.10262179,2023-10-16,71552.0,34010,충청남도 천안시,천안,"(36.82301868, 127.10262179)",No
CAB285071553,성정공원,36.82834755,127.14129924,2023-10-16,71553.0,34010,충청남도 천안시,천안,"(36.82834755, 127.14129924)",No
CAB285071554,성정공원,36.82836044,127.14114367,2023-10-16,71554.0,34010,충청남도 천안시,천안,"(36.82836044, 127.14114367)",No
CAB285071555,신부동회차지,36.82985469,127.16212123,2023-10-16,71555.0,34010,충청남도 천안시,천안,"(36.82985469, 127.16212123)",No
CAB285071556,쌍용역,36.7929492,127.1201797,2023-10-16,71556.0,34010,충청남도 천안시,천안,"(36.7929492, 127.1201797)",No
CAB285071557,쌍용역,36.7927864,127.1200236,2023-10-16,71557.0,34010,충청남도 천안시,천안,"(36.7927864, 127.1200236)",No
CAB285071558,현대6차아파트,36.79141568,127.12430477,2023-10-16,71558.0,34010,충청남도 천안시,천안,"(36.79141568, 127.12430477)",No
CAB285071559,현대6차아파트,36.7911895,127.1241662,2023-10-16,71559.0,34010,충청남도 천안시,천안,"(36.7911895, 127.1241662)",No
CAB285071560,만수사,36.7954485,127.1466709,2023-10-16,71560.0,34010,충청남도 천안시,천안,"(36.7954485, 127.1466709)",No
CAB285071561,만수사,36.79545376,127.1468997,2023-10-16,71561.0,34010,충청남도 천안시,천안,"(36.79545376, 127.1468997)",No
CAB285071562,용곡동동일하이빌하이시티,36.7904362,127.13696479,2023-10-16,71562.0,34010,충청남도 천안시,천안,"(36.7904362, 127.13696479)",No
CAB285071563,용곡동동일하이빌하이시티,36.7905728,127.1371955,2023-10-16,71563.0,34010,충청남도 천안시,천안,"(36.7905728, 127.1371955)",No
CAB285071564,대전지방법원천안지원,36.7851947,127.1550777,2023-10-16,71564.0,34010,충청남도 천안시,천안,"(36.7851947, 127.1550777)",No
CAB285071565,대전지방검찰청천안지청,36.7845432,127.1536393,2023-10-16,71565.0,34010,충청남도 천안시,천안,"(36.7845432, 127.1536393)",No
CAB285071566,파크하임아파트,36.74393515,127.24959343,2023-10-16,71566.0,34010,충청남도 천안시,천안,"(36.74393515, 127.24959343)",No
CAB285071567,파크하임아파트,36.74385562,127.24966317,2023-10-16,71567.0,34010,충청남도 천안시,천안,"(36.74385562, 127.24966317)",No
CAB285071568,사담2리,36.83743713,127.26171433,2023-10-16,71568.0,34010,충청남도 천안시,천안,"(36.83743713, 127.26171433)",No
CAB285071569,보명사,36.85899318,127.20296591,2023-10-16,71569.0,34010,충청남도 천안시,천안,"(36.85899318, 127.20296591)",No
CAB285071570,남창녹색농촌체험마을,36.863492,127.1955371,2023-10-16,71570.0,34010,충청남도 천안시,천안,"(36.863492, 127.1955371)",No
CAB285071571,남창녹색농촌체험마을,36.86336247,127.19545304,2023-10-16,71571.0,34010,충청남도 천안시,천안,"(36.86336247, 127.19545304)",No
CAB285071572,천안저리보금자리아파트,36.88604609,127.19812184,2023-10-16,71572.0,34010,충청남도 천안시,천안,"(36.88604609, 127.19812184)",No
CAB285071573,천안저리보금자리아파트,36.88605896,127.19801455,2023-10-16,71573.0,34010,충청남도 천안시,천안,"(36.88605896, 127.19801455)",No
CAB285071574,오색당리,36.8916473,127.1989989,2023-10-16,71574.0,34010,충청남도 천안시,천안,"(36.8916473, 127.1989989)",No
CAB285071575,오색당리,36.89161297,127.19882726,2023-10-16,71575.0,34010,충청남도 천안시,천안,"(36.89161297, 127.19882726)",No
CAB285071576,모전1리마을회관,36.90181037,127.19730645,2023-10-16,71576.0,34010,충청남도 천안시,천안,"(36.90181037, 127.19730645)",No
CAB285071577,모전1리마을회관,36.90181681,127.19716161,2023-10-16,71577.0,34010,충청남도 천안시,천안,"(36.90181681, 127.19716161)",No
CAB285071578,모전2리마을회관,36.90621681,127.2016704,2023-10-16,71578.0,34010,충청남도 천안시,천안,"(36.90621681, 127.2016704)",No
CAB285071579,모전2리마을회관,36.90620723,127.20183196,2023-10-16,71579.0,34010,충청남도 천안시,천안,"(36.90620723, 127.20183196)",No
CAB285071580,모전2리,36.9104409,127.202717,2023-10-16,71580.0,34010,충청남도 천안시,천안,"(36.9104409, 127.202717)",No
CAB285071581,모전2리,36.9104631,127.2025945,2023-10-16,71581.0,34010,충청남도 천안시,천안,"(36.9104631, 127.2025945)",No
CAB285071582,남창저수지,36.86046966,127.20064848,2023-10-16,71582.0,34010,충청남도 천안시,천안,"(36.86046966, 127.20064848)",No
CAB285071583,남창저수지,36.86049971,127.20075309,2023-10-16,71583.0,34010,충청남도 천안시,천안,"(36.86049971, 127.20075309)",No
CAB285071584,송남리,36.87239424,127.19460546,2023-10-16,71584.0,34010,충청남도 천안시,천안,"(36.87239424, 127.19460546)",No
CAB285071585,대흥1리 경로회관,36.730125,127.23721,2023-10-16,71585.0,34010,충청남도 천안시,천안,"(36.730125, 127.23721)",No
CAB285071586,비조재,36.72333564,127.26329147,2023-10-16,71586.0,34010,충청남도 천안시,천안,"(36.72333564, 127.26329147)",No
CAB285071587,안궁2길,36.95733372,127.13102102,2023-10-16,71587.0,34010,충청남도 천안시,천안,"(36.95733372, 127.13102102)",No
CAB285071588,안궁2길,36.95736801,127.13087081,2023-10-16,71588.0,34010,충청남도 천안시,천안,"(36.95736801, 127.13087081)",No
CAB285071589,안궁2리마을회관,36.96265965,127.13622719,2023-10-16,71589.0,34010,충청남도 천안시,천안,"(36.96265965, 127.13622719)",No
CAB285071590,수향4리,36.95585911,127.14902937,2023-10-16,71590.0,34010,충청남도 천안시,천안,"(36.95585911, 127.14902937)",No
CAB285071591,안궁1리 경로당,36.95691363,127.14698016,2023-10-16,71591.0,34010,충청남도 천안시,천안,"(36.95691363, 127.14698016)",No
CAB285071592,보성리,36.7274112,127.1188005,2023-10-16,71592.0,34010,충청남도 천안시,천안,"(36.7274112, 127.1188005)",No
CAB285071593,보성리,36.72713868,127.11882233,2023-10-16,71593.0,34010,충청남도 천안시,천안,"(36.72713868, 127.11882233)",No
CAB285071594,풍세산단2로,36.72765032,127.10122168,2023-10-16,71594.0,34010,충청남도 천안시,천안,"(36.72765032, 127.10122168)",No
CAB285071595,풍세산단2로,36.72683771,127.10018098,2023-10-16,71595.0,34010,충청남도 천안시,천안,"(36.72683771, 127.10018098)",No
CAB285071597,동산삼거리,36.7817596,127.3594034,2023-10-16,71597.0,34010,충청남도 천안시,천안,"(36.7817596, 127.3594034)",No
CAB285071598,동산삼거리,36.7815703,127.3593645,2023-10-16,71598.0,34010,충청남도 천안시,천안,"(36.7815703, 127.3593645)",No
CAB285071599,불당아이파크후문,36.8074062,127.1083023,2023-10-16,71599.0,34010,충청남도 천안시,천안,"(36.8074062, 127.1083023)",No
CAB285071600,불당아이파크후문,36.8073102,127.1078712,2023-10-16,71600.0,34010,충청남도 천안시,천안,"(36.8073102, 127.1078712)",No
CAB285071603,두정아크로텔,36.8317791,127.141721,2023-10-16,71603.0,34010,충청남도 천안시,천안,"(36.8317791, 127.141721)",No
CAB285071604,두정아크로텔,36.8317017,127.1414691,2023-10-16,71604.0,34010,충청남도 천안시,천안,"(36.8317017, 127.1414691)",No
CAB285071605,신당동,36.8546282,127.1600719,2023-10-16,71605.0,34010,충청남도 천안시,천안,"(36.8546282, 127.1600719)",No
CAB285071606,천안상업고등학교,36.858277,127.1596507,2023-10-16,71606.0,34010,충청남도 천안시,천안,"(36.858277, 127.1596507)",No
CAB285071607,천안상업고등학교,36.8582732,127.1598751,2023-10-16,71607.0,34010,충청남도 천안시,천안,"(36.8582732, 127.1598751)",No
CAB285071608,신당동코아루아파트,36.8530268,127.1596224,2023-10-16,71608.0,34010,충청남도 천안시,천안,"(36.8530268, 127.1596224)",No
CAB285071609,하나리움,36.7782243,127.131841,2023-10-16,71609.0,34010,충청남도 천안시,천안,"(36.7782243, 127.131841)",No
CAB285071610,하나리움,36.7780083,127.1319653,2023-10-16,71610.0,34010,충청남도 천안시,천안,"(36.7780083, 127.1319653)",No
CAB279010079,길상사,36.85150679,127.42778836,2023-10-16,719.0,34010,충청남도 천안시,천안,"(36.85150679, 127.42778836)",No
CAB279010081,사석,36.8259853,127.4111186,2023-10-16,723.0,34010,충청남도 천안시,천안,"(36.8259853, 127.4111186)",No
CAB285000038,안궁5리,36.96443966,127.11952574,2023-10-16,38.0,34010,충청남도 천안시,천안,"(36.96443966, 127.11952574)",No
CAB285000039,안궁5리(문화촌),36.96399296,127.12005408,2023-10-16,39.0,34010,충청남도 천안시,천안,"(36.96399296, 127.12005408)",No
CAB285000040,안궁3리(가룡),36.9619402,127.1254315,2023-10-16,40.0,34010,충청남도 천안시,천안,"(36.9619402, 127.1254315)",No
CAB285000041,안궁4리(신안동),36.95669627,127.12954907,2023-10-16,42.0,34010,충청남도 천안시,천안,"(36.95669627, 127.12954907)",No
CAB285000042,안궁3리,36.9619677,127.1255887,2023-10-16,41.0,34010,충청남도 천안시,천안,"(36.9619677, 127.1255887)",No
CAB285000043,안궁리,36.95571297,127.13013908,2023-10-16,43.0,34010,충청남도 천안시,천안,"(36.95571297, 127.13013908)",No
CAB285000044,대홍5리,36.9480054,127.1325609,2023-10-16,44.0,34010,충청남도 천안시,천안,"(36.9480054, 127.1325609)",No
CAB285000045,대홍5리 홍천,36.94933632,127.13231908,2023-10-16,45.0,34010,충청남도 천안시,천안,"(36.94933632, 127.13231908)",No
CAB285000046,대홍5리,36.94633466,127.13288074,2023-10-16,46.0,34010,충청남도 천안시,천안,"(36.94633466, 127.13288074)",No
CAB285000047,대홍5리,36.94615489,127.13331579,2023-10-16,47.0,34010,충청남도 천안시,천안,"(36.94615489, 127.13331579)",No
CAB285000050,대홍1리(대정),36.93843296,127.13435907,2023-10-16,50.0,34010,충청남도 천안시,천안,"(36.93843296, 127.13435907)",No
CAB285000051,대홍4리(갯방죽),36.93176964,127.13410908,2023-10-16,51.0,34010,충청남도 천안시,천안,"(36.93176964, 127.13410908)",No
CAB285000052,대홍4리(갯방죽),36.93229797,127.1344624,2023-10-16,52.0,34010,충청남도 천안시,천안,"(36.93229797, 127.1344624)",No
CAB285000053,희성폴리머,36.92925798,127.13425574,2023-10-16,53.0,34010,충청남도 천안시,천안,"(36.92925798, 127.13425574)",No
CAB285000054,희성폴리머,36.92884631,127.13404741,2023-10-16,54.0,34010,충청남도 천안시,천안,"(36.92884631, 127.13404741)",No
CAB285000055,장로교회,36.92347629,127.1346624,2023-10-16,55.0,34010,충청남도 천안시,천안,"(36.92347629, 127.1346624)",No
CAB285000056,장로교회,36.92336465,127.1344274,2023-10-16,56.0,34010,충청남도 천안시,천안,"(36.92336465, 127.1344274)",No
CAB285000057,대홍리,36.9487585,127.1341577,2023-10-16,57.0,34010,충청남도 천안시,천안,"(36.9487585, 127.1341577)",No
CAB285000058,수향1리(지족향),36.94976127,127.14174407,2023-10-16,58.0,34010,충청남도 천안시,천안,"(36.94976127, 127.14174407)",No
CAB285000059,수향2리(무내),36.94627127,127.14962074,2023-10-16,59.0,34010,충청남도 천안시,천안,"(36.94627127, 127.14962074)",No
CAB285000060,수향2리,36.94339467,127.15063682,2023-10-16,60.0,34010,충청남도 천안시,천안,"(36.94339467, 127.15063682)",No
CAB285000061,수향3리,36.9420418,127.1564822,2023-10-16,61.0,34010,충청남도 천안시,천안,"(36.9420418, 127.1564822)",No
CAB285000062,천안연암대학교,36.9440399,127.1585228,2023-10-16,62.0,34010,충청남도 천안시,천안,"(36.9440399, 127.1585228)",No
CAB285000063,도하3리,36.94592493,127.16187285,2023-10-16,63.0,34010,충청남도 천안시,천안,"(36.94592493, 127.16187285)",No
CAB285000064,도하1리(도감말),36.94769411,127.16403137,2023-10-16,64.0,34010,충청남도 천안시,천안,"(36.94769411, 127.16403137)",No
